scene_id,station_id,snapshot_id,selection_index,quantile,query_frame_index,query_timestamp,query_bag_sha256,source_path,source_npy_sha256,source_array_sha256,source_point_count,source_size_bytes,target_npy_sha256,target_array_sha256,selection_method,selection_frozen_before_registration
FMB1_R01,S02,FMB1_R01_S02_Q01,0,0.05,7,1787144260.06838,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q01.npy,462e58006ac28a7df37052eb23993a63fdb211f4f5e079ec357dae7e3d5117b1,61a120618a3c745fe401f1c55064f3a4b72f98f7781a7f6bd907a3d3cd40bd0b,15092,362336,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q02,1,0.15,22,1787144261.5702286,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q02.npy,3ec7064b682ecee100e5f69188f6dc8a210ec1fad60a2a0eb44c27c8a538376a,8b7ca0ce369fb0cef6bbef1123cc14d065b46491dfc1fcc8ad2532344797a1f6,14699,352904,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q03,2,0.25,37,1787144263.0733047,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q03.npy,aaf8ab1c3c96e82c4c10d6b5f0cdde74bb3344997183b7bdf6c3d24e377529d1,b2f728066dd99799d145e0a11acc5cdbbdbff077480a1d20b7f10314cdb07f27,14654,351824,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q04,3,0.35,51,1787144264.4697597,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q04.npy,a5e265709286a36f582f1e328c16eb267d7a96f91e032c93dd64273fbed0cc3c,5b84aade849e65bc7691f9312e771de5da7153a9d581a2046a08f0b8b2f4d1e3,14832,356096,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q05,4,0.45,66,1787144265.9707358,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q05.npy,4188bd9d2c52a467301bf538c7d760148a13df46459c399fd44e52cbacbeaa6a,921b723e37c0e38ba14828511bc19313c0f469dc971b755724d49d86c46f742d,14719,353384,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q06,5,0.55,81,1787144267.4695487,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q06.npy,23b3a6ca8da5edceaed94caca667eb3ddb1955edae36e188be53009a56cf9634,53c92e9cbfdf226a87f3d504a67a26ce1bbfae3a40f2ff56a11d97e50e975a01,14546,349232,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q07,6,0.65,96,1787144268.9693923,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q07.npy,0c75ce6fd889fbf1b59fec6f2fac596e7db743fab4ba310cf277fb6e0e3eec5a,f618734be517467172804f7e6f2f9a77da865f3549dc0042fe7461eb08fa08b3,14724,353504,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q08,7,0.75,110,1787144270.3694787,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q08.npy,5dcc940e7a6973adca01fed2e2fe6af1e60ca9e971aaf9c7b85c7c2e3d6cb4f0,163000bcccfc3456bcbdda546563927dbd3542fc49cd2d02eaf64ea0a7c81a01,14613,350840,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q09,8,0.85,125,1787144271.86952,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q09.npy,b9fd4a12939c8db1c643b92807318d4f73b6d0b46f8639b2d56bf8c013767312,6f51d6eedf296d7682c41b6827b25d4a570d432ea83dab4ef38adfbf0263e1c1,14792,355136,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S02,FMB1_R01_S02_Q10,9,0.95,140,1787144273.3694143,e7b17a656c62af36298945cef76f1dfcf32143bdf09d8aa5bf0359689b410b75,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q10.npy,2cb96aaf30d7968637e154bb171423be970a6acdd7be0a6ea66b7a7ca45affa0,bf01e4fa83f1a5845d8fbe13696adf417d959c2bf983caf7aa33b4aa96d90d03,14703,353000,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,6eb160a0acb754097333104a1d275b1116060e2aedb3404eeabf254cc321440d,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q01,0,0.05,7,1787144411.6246002,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q01.npy,3d9fc8176c989e926fd95108f25c35a72f3aea7b08c23c25680546afca49e797,c9ddf1255b59cf0765996a5fea20667dfe555df8c3679be9099cfc2aff6d4a7e,14446,346832,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q02,1,0.15,22,1787144413.1310403,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q02.npy,17899169a05a4afc1d925331cb2cd8681c4dc1e64c9356ace14df4e54a31ea3d,83cd9dd0b04b1c146c27d380498fc64f5618806fb73293132e5914ce032251d4,14535,348968,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q03,2,0.25,37,1787144414.6246254,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q03.npy,67871696653151109e0664d311442eafa74b4e55cbd7449ac77bab09b28127ea,b8bb767f0efc4a430797082998925fb8b75b81fa645f2af83a75da65dc20c264,14643,351560,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q04,3,0.35,51,1787144416.0254169,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q04.npy,e74cb84fd8683ca19038544eacac88bfe9973f0c73c179fe0350870a6023efa3,71a67796c6c739d0bf40556ae8c87c3414e1f86200ac4881c25aa8af3a674399,14594,350384,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q05,4,0.45,66,1787144417.5246296,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q05.npy,1981d814371985b75034d280174d66508fecce3c05c1e340ad913d8ec9918b25,57e847ae105fed12adfc8fac5b9c097faeddc8a9adef9ed7bde412961489f51e,14436,346592,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q06,5,0.55,81,1787144419.025579,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q06.npy,664cfe9dce98f9357941cddf07d5a87fb9634aa9c6d5705f182c25be1e1288aa,f24ffcc44dc2b785c305a7894abd9b432c3f0b0499e2c87f87745fb18c614290,14482,347696,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q07,6,0.65,96,1787144420.5263624,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q07.npy,f096d78ef6d186db1ea9b8e971af51fb9864286aba8f0234762f35cd994fedb9,cea9eede89c9022b46e1d26734dbfcf1e2449b11c64bc120a8f6d210f0b060a1,14729,353624,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q08,7,0.75,110,1787144421.9245074,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q08.npy,a77ffa4d44b48be33d1f263c209b17d34d2b7a93830c90329df6680db98b38ec,546fea874b4b778ee39ce8f7bd4514907e542f263eb97316b8acc37b9a9f2884,14693,352760,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q09,8,0.85,125,1787144423.4244528,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q09.npy,56962772b7ca3072fe266599eb31856acb9187edd773e5d0fe2a4a0317f0ef54,b2bf8f5e949c0cba37ecb4d65fde52eb3f7687d3599bf223b2c49abbaeffdda1,14461,347192,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R01,S03,FMB1_R01_S03_Q10,9,0.95,140,1787144424.9245002,1928a64316b7424c27201b57246948ca0cbbb0133a129814bfb7eaab494251a7,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q10.npy,07774ceefd3788928000006bc469a046cbd25243f8a2682ba6fe1b68bb11e0bf,952da8bcb6184a4f493e5ffad35efd114ed8b7b15fd712013a74aaad322438f7,14532,348896,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,3436351ecfb3599c42b0394814b21cbc0b6c351313445f1c3e4c8ef110dd6791,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R02,S01,FMB1_R02_S01_Q01,0,0.05,7,1787144624.7816367,89813a5ed1c60df0d1f5bfec677fe531c0b8fcd9f85748cfa60c3fa2dfc3b0ea,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R02/S01/FMB1_R02_S01_Q01.npy,753e83e680d54300e0108b6ebaff2809f2ad45581ccf9e2c9f791616d0a61c02,cfdd9caea2f6d0cb0405da1249a68b5fe005820046e23a9faa3030e51c3979a8,15251,366152,1fa465e03f319de788b3011f7b2f7dcce63a85ffa1557cb3fa5900d14d4af752,1a55e1757c774739d8d49ce385352a2cbb49d1a1c6494dc518944c65bdcc4b35,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R02,S01,FMB1_R02_S01_Q02,1,0.15,22,1787144626.2810895,89813a5ed1c60df0d1f5bfec677fe531c0b8fcd9f85748cfa60c3fa2dfc3b0ea,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R02/S01/FMB1_R02_S01_Q02.npy,6c5badbf91fed6a892b07755399154db7b04278d7910fd49e610603316802d82,aadeb9baf2b23b3a305ff65788ffc90525797795ba86193f096e84fa19d10ce6,14951,358952,1fa465e03f319de788b3011f7b2f7dcce63a85ffa1557cb3fa5900d14d4af752,1a55e1757c774739d8d49ce385352a2cbb49d1a1c6494dc518944c65bdcc4b35,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R02,S01,FMB1_R02_S01_Q03,2,0.25,37,1787144627.7811615,89813a5ed1c60df0d1f5bfec677fe531c0b8fcd9f85748cfa60c3fa2dfc3b0ea,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R02/S01/FMB1_R02_S01_Q03.npy,5e02375a45f7e1d7a1086ceaa99ef917c3aabbaf94ca00d1326f79da828d9ed4,b17a613ce181e49290aed08b74b8cd4b51832fbbc0253608593626277b9bf6ee,15109,362744,1fa465e03f319de788b3011f7b2f7dcce63a85ffa1557cb3fa5900d14d4af752,1a55e1757c774739d8d49ce385352a2cbb49d1a1c6494dc518944c65bdcc4b35,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R02,S01,FMB1_R02_S01_Q04,3,0.35,51,1787144629.1811419,89813a5ed1c60df0d1f5bfec677fe531c0b8fcd9f85748cfa60c3fa2dfc3b0ea,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R02/S01/FMB1_R02_S01_Q04.npy,f33c4ae786dd35a2df005b9aca50e0cb91ff46cf579121d6264d5b37ed88f9d1,495565cc7359ed059c0a0db05fe4a6b31890fc0d4dd759db1c85970d6e9bb490,15058,361520,1fa465e03f319de788b3011f7b2f7dcce63a85ffa1557cb3fa5900d14d4af752,1a55e1757c774739d8d49ce385352a2cbb49d1a1c6494dc518944c65bdcc4b35,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
FMB1_R02,S01,FMB1_R02_S01_Q05,4,0.45,66,1787144630.6811514,89813a5ed1c60df0d1f5bfec677fe531c0b8fcd9f85748cfa60c3fa2dfc3b0ea,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R02/S01/FMB1_R02_S01_Q05.npy,cf5e2e6210ea71a5ad25a1cbcdc8daa50160d875efdef6d9cf5c37166db44071,fb8af11004dc7ab61796e7ca4653cf889a587fd3e2a4837898f0ff46fc0ac07a,15164,364064,1fa465e03f319de788b3011f7b2f7dcce63a85ffa1557cb3fa5900d14d4af752,1a55e1757c774739d8d49ce385352a2cbb49d1a1c6494dc518944c65bdcc4b35,FIXED_QUANTILE_SEQUENCE_RANK_NEAREST_UNUSED_EARLIER_TIE,True
