scene_id,station_id,snapshot_id,query_timestamp,source_path,source_sha256,target_path,target_sha256,T0,open3d_source_sha256,pcl_source_sha256,open3d_target_sha256,pcl_target_sha256,backend_inputs_byte_identical
FMB1_R01,S02,FMB1_R01_S02_Q01,1787144260.06838,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q01.npy,462e58006ac28a7df37052eb23993a63fdb211f4f5e079ec357dae7e3d5117b1,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",462e58006ac28a7df37052eb23993a63fdb211f4f5e079ec357dae7e3d5117b1,462e58006ac28a7df37052eb23993a63fdb211f4f5e079ec357dae7e3d5117b1,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q02,1787144261.5702286,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q02.npy,3ec7064b682ecee100e5f69188f6dc8a210ec1fad60a2a0eb44c27c8a538376a,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",3ec7064b682ecee100e5f69188f6dc8a210ec1fad60a2a0eb44c27c8a538376a,3ec7064b682ecee100e5f69188f6dc8a210ec1fad60a2a0eb44c27c8a538376a,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q03,1787144263.0733047,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q03.npy,aaf8ab1c3c96e82c4c10d6b5f0cdde74bb3344997183b7bdf6c3d24e377529d1,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",aaf8ab1c3c96e82c4c10d6b5f0cdde74bb3344997183b7bdf6c3d24e377529d1,aaf8ab1c3c96e82c4c10d6b5f0cdde74bb3344997183b7bdf6c3d24e377529d1,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q04,1787144264.4697597,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q04.npy,a5e265709286a36f582f1e328c16eb267d7a96f91e032c93dd64273fbed0cc3c,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",a5e265709286a36f582f1e328c16eb267d7a96f91e032c93dd64273fbed0cc3c,a5e265709286a36f582f1e328c16eb267d7a96f91e032c93dd64273fbed0cc3c,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q05,1787144265.9707358,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q05.npy,4188bd9d2c52a467301bf538c7d760148a13df46459c399fd44e52cbacbeaa6a,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",4188bd9d2c52a467301bf538c7d760148a13df46459c399fd44e52cbacbeaa6a,4188bd9d2c52a467301bf538c7d760148a13df46459c399fd44e52cbacbeaa6a,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q06,1787144267.4695487,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q06.npy,23b3a6ca8da5edceaed94caca667eb3ddb1955edae36e188be53009a56cf9634,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",23b3a6ca8da5edceaed94caca667eb3ddb1955edae36e188be53009a56cf9634,23b3a6ca8da5edceaed94caca667eb3ddb1955edae36e188be53009a56cf9634,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q07,1787144268.9693923,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q07.npy,0c75ce6fd889fbf1b59fec6f2fac596e7db743fab4ba310cf277fb6e0e3eec5a,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",0c75ce6fd889fbf1b59fec6f2fac596e7db743fab4ba310cf277fb6e0e3eec5a,0c75ce6fd889fbf1b59fec6f2fac596e7db743fab4ba310cf277fb6e0e3eec5a,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q08,1787144270.3694787,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q08.npy,5dcc940e7a6973adca01fed2e2fe6af1e60ca9e971aaf9c7b85c7c2e3d6cb4f0,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",5dcc940e7a6973adca01fed2e2fe6af1e60ca9e971aaf9c7b85c7c2e3d6cb4f0,5dcc940e7a6973adca01fed2e2fe6af1e60ca9e971aaf9c7b85c7c2e3d6cb4f0,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q09,1787144271.86952,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q09.npy,b9fd4a12939c8db1c643b92807318d4f73b6d0b46f8639b2d56bf8c013767312,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",b9fd4a12939c8db1c643b92807318d4f73b6d0b46f8639b2d56bf8c013767312,b9fd4a12939c8db1c643b92807318d4f73b6d0b46f8639b2d56bf8c013767312,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S02,FMB1_R01_S02_Q10,1787144273.3694143,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S02/FMB1_R01_S02_Q10.npy,2cb96aaf30d7968637e154bb171423be970a6acdd7be0a6ea66b7a7ca45affa0,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S02/target_points.npy,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",2cb96aaf30d7968637e154bb171423be970a6acdd7be0a6ea66b7a7ca45affa0,2cb96aaf30d7968637e154bb171423be970a6acdd7be0a6ea66b7a7ca45affa0,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,9fb178c817d62101fd71f29b3a96aa9c6ce3bfa13789e99a24871ea85aa3e431,True
FMB1_R01,S03,FMB1_R01_S03_Q01,1787144411.6246002,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q01.npy,3d9fc8176c989e926fd95108f25c35a72f3aea7b08c23c25680546afca49e797,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S03/target_points.npy,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",3d9fc8176c989e926fd95108f25c35a72f3aea7b08c23c25680546afca49e797,3d9fc8176c989e926fd95108f25c35a72f3aea7b08c23c25680546afca49e797,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,True
FMB1_R01,S03,FMB1_R01_S03_Q02,1787144413.1310403,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q02.npy,17899169a05a4afc1d925331cb2cd8681c4dc1e64c9356ace14df4e54a31ea3d,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S03/target_points.npy,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",17899169a05a4afc1d925331cb2cd8681c4dc1e64c9356ace14df4e54a31ea3d,17899169a05a4afc1d925331cb2cd8681c4dc1e64c9356ace14df4e54a31ea3d,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,True
FMB1_R01,S03,FMB1_R01_S03_Q03,1787144414.6246254,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q03.npy,67871696653151109e0664d311442eafa74b4e55cbd7449ac77bab09b28127ea,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S03/target_points.npy,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",67871696653151109e0664d311442eafa74b4e55cbd7449ac77bab09b28127ea,67871696653151109e0664d311442eafa74b4e55cbd7449ac77bab09b28127ea,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,True
FMB1_R01,S03,FMB1_R01_S03_Q04,1787144416.0254169,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q04.npy,e74cb84fd8683ca19038544eacac88bfe9973f0c73c179fe0350870a6023efa3,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S03/target_points.npy,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",e74cb84fd8683ca19038544eacac88bfe9973f0c73c179fe0350870a6023efa3,e74cb84fd8683ca19038544eacac88bfe9973f0c73c179fe0350870a6023efa3,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,True
FMB1_R01,S03,FMB1_R01_S03_Q05,1787144417.5246296,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q05.npy,1981d814371985b75034d280174d66508fecce3c05c1e340ad913d8ec9918b25,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S03/target_points.npy,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",1981d814371985b75034d280174d66508fecce3c05c1e340ad913d8ec9918b25,1981d814371985b75034d280174d66508fecce3c05c1e340ad913d8ec9918b25,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,True
FMB1_R01,S03,FMB1_R01_S03_Q06,1787144419.025579,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q06.npy,664cfe9dce98f9357941cddf07d5a87fb9634aa9c6d5705f182c25be1e1288aa,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S03/target_points.npy,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",664cfe9dce98f9357941cddf07d5a87fb9634aa9c6d5705f182c25be1e1288aa,664cfe9dce98f9357941cddf07d5a87fb9634aa9c6d5705f182c25be1e1288aa,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,True
FMB1_R01,S03,FMB1_R01_S03_Q07,1787144420.5263624,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/snapshots/FMB1_R01/S03/FMB1_R01_S03_Q07.npy,f096d78ef6d186db1ea9b8e971af51fb9864286aba8f0234762f35cd994fedb9,/home/lj/ZPRM/zero_perturbation_runtime/mid360_formal_batch1_ingest_v1/targets/FMB1_R01/S03/target_points.npy,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",f096d78ef6d186db1ea9b8e971af51fb9864286aba8f0234762f35cd994fedb9,f096d78ef6d186db1ea9b8e971af51fb9864286aba8f0234762f35cd994fedb9,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,1aeaa921ed894587b4b9e42c42b66107bf41bed441f7727a8d4880994c4dfcad,True
