admitted,aggregation,candidate_class_alignment,exclusion_reason,failure_reason,final_geometry_class,geometry_admission_status,geometry_condition_median,geometry_entropy_median,geometry_lambda_min_median,median_condition_number_trans,median_initial_correspondence_count,median_initial_valid_normal_correspondence_count,median_lambda_max_trans,median_lambda_mid_trans,median_lambda_min_trans,median_normalized_lambda_max_trans,median_normalized_lambda_mid_trans,median_normalized_lambda_min_trans,median_spectral_entropy_trans,replacement_allowed_under_preregistration,scene_id,semantic_candidate_label,snapshot_count,station_count
True,MEDIAN_OVER_ALL_30_NESTED_STATION_SNAPSHOTS,True,,,WEAK,GEOMETRY_ADMITTED,14.962160828788019,0.5565444059398812,0.05371477720168752,14.962160828788019,15849.5,15849.5,0.8020762329897487,0.1457874988244426,0.05371477720168752,0.8020762329897484,0.14578749882444256,0.05371477720168752,0.5565444059398812,False,FMB1_W04,WEAK_CANDIDATE,30,3
