snapshot_id,scene_variant,geometry_seed,measurement_seed,repeat_index,condition,source_point_count,target_point_count,source_raw_checksum,target_raw_checksum,reference_pose_raw_checksum,parent_index_raw_checksum,snapshot_checksum,parent_index_unique_count,parent_index_out_of_range_count,parent_index_duplicate_count,lineage_violation_count,source_inverse_transform_pass,source_all_finite,target_all_finite,reference_pose_all_finite,reference_rotation_determinant,reference_rotation_orthogonality_defect_fro,reference_rotation_quality_pass,reconstruction_error_median_m,reconstruction_error_q95_m,reconstruction_error_max_m,predicted_quantization_median_m,predicted_quantization_q95_m,predicted_quantization_max_m,closure_residual_max_m,float64_guard_max_m,max_normalized_closure_ratio,closure_residual_violation_count,actual_error_bound_violation_count,quantization_closure_pass,raw_checksum_pass,file_checksum_pass,metadata_checksum_pass,snapshot_checksum_pass,metadata_statistics_match
phase-a-v1/LONG_CORRIDOR/0/0/1,LONG_CORRIDOR,1850310744,217775206,1,IDEAL_MATCHED,35809,47818,0c212a6a862dbedf1eefb722c50d4a2138914525e1154026a01b8c430c8eefa4,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,60f1fd86a721480a778212f6bca70e285351af24eebd1a4ca1de9f53a60a5597,1b03175953585ea8e000f3556c7dd693e5b3d0e0c8915d8ed2e41f91764c5b12,35809,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1458282759235956e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/0/2,LONG_CORRIDOR,1850310744,217775206,2,IDEAL_MATCHED,35866,47818,b0c3947009129f648aabaa76ca98cd87000bd95ff8146949648dec698e28ea58,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,28a8b4d23a45cc98672e9ee3f89ef09281643b64eb453b789c0b4b2951fa5879,f0fa5c0d3a08cb1c29f3bc94bb1436a9541ada7dec743b7c2d760907bc62fcd3,35866,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1458282759235956e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/0/3,LONG_CORRIDOR,1850310744,217775206,3,IDEAL_MATCHED,35788,47818,ef59245b52c8a9a9d335b61de67f302faa29781b864bcb4109e3a3f2a4bf4feb,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,a9a0cb64495aa7c46b4e6a3ed77a3cba997b5cf43eb60fef493256d2f6108442,2b76ee8623c7318055c9481ca1b191f5d7a11672e5fc567cabcb818a33d771ce,35788,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1458282759235956e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/0/4,LONG_CORRIDOR,1850310744,217775206,4,IDEAL_MATCHED,35761,47818,bdab5119d9835f55aaa9dd3fd13b8be977c12c267928d8ecf912f410dab581b5,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,95d9a1f5de97bf4ff56362852861ab27719e104be15fecd8c2280135d527646d,baa85c0a4c0e8aa93c246b9ed3db527ef0610e65834780f7addedbc3c8791344,35761,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1458282759235956e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/1/0,LONG_CORRIDOR,1850310744,1664898153,0,IDEAL_MATCHED,35838,47818,037ebab9461abcfa033ff8afcabfdf0b618e4a0b131df8daae74c937ef07b25b,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,cdf28628f8a8bc84a263d33fd9d9e2c6ffe5f5bbc6dd8c080f6ec9930b6406cc,70f3a3fa965958560e02c3eb4527d5bd0265ff486b3a75d6df0d21c33220b56b,35838,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1454182240660601e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/1/1,LONG_CORRIDOR,1850310744,1664898153,1,IDEAL_MATCHED,35996,47818,a5182a58008e16e6eaa1365fcc816a9d02f4aa354f4a3be258dc224cc6404543,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,8e8a568ce2ec11fa758ea9eed102340f2fe5865b16f5a1f1ed994bea8ef96644,69348e06c5352f400d68caa6e6518c20a1453834550bd6517d75983a8f679284,35996,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1454182240660601e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/1/2,LONG_CORRIDOR,1850310744,1664898153,2,IDEAL_MATCHED,36106,47818,76e4fe9690c526d9539173dad807aef24c07a84ab19ee12b9ca8d84678874293,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,5200cbca3f2f1be811ded4a6fe93413e7b68dc86a3ca88eff79634df23965d34,2bedf7a666e3cd2dcaa5af85e14416d452bf43e4004e940819e76f2cc17544f1,36106,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1458282759235956e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/1/3,LONG_CORRIDOR,1850310744,1664898153,3,IDEAL_MATCHED,35926,47818,c901cd2bb9aa83879a87deaad5f5815155d63799a41ae9c3bd06a5e9e577ff97,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,ae5bb92f162d2d4f87e3c0480809ab3d755f99935875d74fdcf7e92069e9b09f,cd81df7c20998daf0c0f7bfcb7fbe6093488a622e50d4ef403943ef6873a618d,35926,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1458282759235956e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/0/1/4,LONG_CORRIDOR,1850310744,1664898153,4,IDEAL_MATCHED,35892,47818,7d6a87f0f98845c8caf1104eaad29ac5e1ddd69ee04e65f43aca5f296926f4a2,36d1d7f8a62ac7c24d685971c333bcabcf517c23ea69a9d405c0ebcae7e3d6a9,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,9a954653a9e42337b6fda576b9b94c8acdc3ea2c9bc09512c1fe0f0f50867f74,bc7ac013456551ee3e4c54f7d4b0ce9c25ee1678ff87443cf73f53ebf6928cbb,35892,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1454182240660601e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/0/0,LONG_CORRIDOR,1957656152,217775206,0,IDEAL_MATCHED,36000,47800,ac23af622f4bd44e9b1da1f96134e67b9d8ba159c83c4ed600f030e711e06a8b,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,f9a24a88c0d992a6f57d0d0ceb7591ba31e55e6d0aefcfbcd2dfca6d832d2f65,8c77f5792573c942b3bf6ddf91ed5dff55502db1f1ca08eb71e0af8a163a05ba,36000,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/0/1,LONG_CORRIDOR,1957656152,217775206,1,IDEAL_MATCHED,35813,47800,56c07add0af272d204b46b6b0ae7fbd8170ed43f97b00baa382d4021c5c1c5a6,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,78e3fe8744ee06e83696959735ff9d7b036314328de0425763b1a304946b1b11,9084cf47e41a23f9bc442f8f4296e6f176fbc223b28b0ba88d331b7c2caf67a0,35813,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1463461171617735e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/0/2,LONG_CORRIDOR,1957656152,217775206,2,IDEAL_MATCHED,35846,47800,18081db9a042129cd9c705d3b22ef45d7459a74d124b928c094e8572a9d6917e,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,9c64072dddf403935c9a32f73efdd72fa0deac488ce1383ce5e11878a905d66d,97bad4643742be9bb19baa411365f6b8206728e5a5324c8c519e5a89e8ad5d09,35846,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/0/3,LONG_CORRIDOR,1957656152,217775206,3,IDEAL_MATCHED,35985,47800,859f1ebebd4110947942e6cfd3922998446f3b4a70cc120839d6293b033882a8,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,ed58f012052b33a684d0b7b78cd890d0212fa85cc7849cd1cf17b40bedb908d5,a976e372e43868047c42749053cbe38921da7b8d0703cfc0de57cdfeffbaedce,35985,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1461809535082505e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/0/4,LONG_CORRIDOR,1957656152,217775206,4,IDEAL_MATCHED,35818,47800,c00ae6031c553d442c42cdd0f2c4d425a1a3febdefb54fd726927694f41b3af2,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,3ec8dcf2220725f1e965f9fd8d4624a2cd1ed957c35ae9fb872a264537aed0bd,719e8c50f4b811d168fa009b5d2809ca49e16a6f7e2749e70034a17eb7d8a448,35818,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/1/0,LONG_CORRIDOR,1957656152,1664898153,0,IDEAL_MATCHED,35706,47800,ffa85a07c50245ec43f73460aadbc6e2f05d5f6a0d8f0db38f082b1dc9ab8df8,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,653547451fb7fab727590e09f0584b3f3179d2a5dc6fa6b9f03efe59b52f0414,b093a8ccaf03f9e921c26fd068fa6cfa346f58e869fcf3baab32ad1c7597927f,35706,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/1/1,LONG_CORRIDOR,1957656152,1664898153,1,IDEAL_MATCHED,35706,47800,7da57cd5b5e72d1c852a2634f527efdd531eecc8ea036a4e0b80a28ff45c7f30,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,698557fa94ae59093728211674b452f852ec68c23ff6e75ef209d34c7f7fcede,5cf7e87e05b48266fd8e8079dd402c5eb57f22a4276bb116850c6c4825d74d38,35706,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/1/2,LONG_CORRIDOR,1957656152,1664898153,2,IDEAL_MATCHED,35838,47800,f02e0349026bf1f53c017d37ecff696682f635967a1fec879aec97f97f854cb3,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,1aba70ae98c2bbb9fb06d29142f40edfa3edcf477ae31a1d3299dd9df93d7919,5dfa12a9426b1ab50c993a07692d441930b1908d70cca2b443708469766f5640,35838,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/1/3,LONG_CORRIDOR,1957656152,1664898153,3,IDEAL_MATCHED,35751,47800,3cb27f475477a052ce1ba39fc5afac41c101b0809c66f4c3e8cac5cd2b9ca522,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,3296d73aa15e66dbcf29b1d5e753fc24deb2720f3b7bd5f8a2d9f5524b2dab24,465acbbfa20147ef0f0cb912705b005e167c74b9b102d28af7cc12a200208331,35751,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/1/1/4,LONG_CORRIDOR,1957656152,1664898153,4,IDEAL_MATCHED,35691,47800,40c63046401050470d8256e5a1133442c5c329dd493c97c5c9599845fa367562,2c8d9294ae79739b20fbaf2a45b51b1033ec7230d425878b11e7a531c36ac918,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,aaa701c3322088a72fcfaec2e639a4c6ed75cc4589df1955b4c68508cac5c08d,4da0ecbc35ac5062cfa94ad78413f6a3197c741f90a402f064ee1a500661f2e3,35691,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1464102288524437e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/0/0,LONG_CORRIDOR,1334931069,217775206,0,IDEAL_MATCHED,35755,47810,b9341e13e6b32e70a036b6eb7173dda1562d52da6c253cb3904cb88d6c16a547,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,4d7d31882d716e975b7e5c699ff2c6cba71c42c872ea4f9cd7c3b0c485649df9,aeddcd288de54fc73496b3e1e117e15f927deaabdf7de86034da6e18ab1a537f,35755,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/0/1,LONG_CORRIDOR,1334931069,217775206,1,IDEAL_MATCHED,35863,47810,f274c2787bd2d437c9662ed586997f4e25cfb40712708de9ddf1e63f140efceb,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,00f2c3c0ca6c5d353e3524e0d0331bc60d42800ff69370a9806301d2d6320204,a019709325c04ba04c5f2d90901f1a42bc4ddaea45fdac79122e043b7fe944ae,35863,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/0/2,LONG_CORRIDOR,1334931069,217775206,2,IDEAL_MATCHED,35839,47810,d4ad58afaf163ed3ee782c593e0de4dfecbd716064981d5e1fff25612642711e,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,7f61c43f36f3859d5c78ef5cd67f98b9172c077834e44acee3e18358b70ae672,30e37be47be5163eb9cbfbbe3958ac690d759554fba59da51e11013376f0e2d4,35839,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/0/3,LONG_CORRIDOR,1334931069,217775206,3,IDEAL_MATCHED,35875,47810,19a9fefbe1ace327f5eff534ba8154a823c6cda8fb2c8322fe6058051b115f14,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,ce9d600bf94b72b57ff3487095573d61349b9609fb66e1b151bc81362b3c1edf,74c20c4a67c991daf55af8a0c3b28ff9c8500fe76a745778dc62a64ea62697ae,35875,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/0/4,LONG_CORRIDOR,1334931069,217775206,4,IDEAL_MATCHED,35966,47810,665ab75d7dbeaf1441b49e51b8add8198244717dae173d6c9cf36e7e5197dd75,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,db1ee78bad2baf9ff2bbf7d2bcd122282b4416520a2f31013d27df74a86ef827,5a6c7b0672489814d3fd0ecb85e05658df5c5a7c83e8cc0af2dbd0e266b69ff5,35966,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/1/0,LONG_CORRIDOR,1334931069,1664898153,0,IDEAL_MATCHED,35825,47810,69210d21d4363838edcef14a7b60103a502b5911eba946b694c43e5abcd0d8fb,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,f61bf16aeaafc3b09c5b10fcaf9b5464731bb02f8dea238911e346b24018f5aa,e22d9d7fb3789d5ae3b28a162a5ec73d59de485731227c538153816ff180b941,35825,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/1/1,LONG_CORRIDOR,1334931069,1664898153,1,IDEAL_MATCHED,35729,47810,b32f19a089f190db4d8a8255af519e4977ad872089cef831365ad336ab1917d5,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,269f7eb61f65bfa749164d2130b6d45a407a07baa53adc9422dec7f4bcf7d04b,49af8ab142d413337b81311b82099e0e94856af47fa47416ff57ff84f7cc5a08,35729,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.146161326585748e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/1/2,LONG_CORRIDOR,1334931069,1664898153,2,IDEAL_MATCHED,36086,47810,f0c373f918d9eee722930f65f19a2ee13a6fae422283ad0543d12e0fa18ad47b,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,54d124fb9f576770ed029ec44ba78d276a9f6ad05009ee207f29689c3996803e,c3dc746dd1c02eaa5c825f085c8171453cc235cc117e44b33fee582f322418ad,36086,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/1/3,LONG_CORRIDOR,1334931069,1664898153,3,IDEAL_MATCHED,35847,47810,26509bc044c9a88e4f4e46e199afe15ae73d83aab068cf1475474f609ecaa3cb,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,2128e5f2316f35fe0abd1483112073499f7fc694b6aaa229ca517c89b55c5933,70050912325b695ea07afefedc5b865e231edc352d42dd4961b12b943bb533a5,35847,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/LONG_CORRIDOR/2/1/4,LONG_CORRIDOR,1334931069,1664898153,4,IDEAL_MATCHED,35806,47810,418d97a395808239996f69f3aac6e4bd4ac726b61f10049fb6ed4c30e8c3e8b8,6fa6e98ced218c8d5662fd4256a498b5f882f82e2b602a45aaabbd6f70698f9c,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,b5b37747f43414e1fe9b0aaaa51dd2fda3ab88d43fff8cf08c424ffaf6544118,f7352dc09355f851ca8656522dcf90f79a0f1215acca5c19c8e5f0c6890955ab,35806,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1462054205622132e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/PARALLEL_WALLS/0/0/0,PARALLEL_WALLS,1850310744,217775206,0,IDEAL_MATCHED,29836,39767,83ad8c2f52fafada474e178883a7c9dab1b7daf220b20b555c9970e734a3f102,36752fba8d45616419ab39c15fdedae442e016d91acb32f9e5c9f36dc570e6fc,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,b6fd3a77e9a1c55835eb1dfb7f282947313f8c0780b31c3ad7084604d800cb89,129adb8f3e6cd6a6bdac5ba689bd2b87bc526e52fc94bf86e2b242582944469b,29836,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1444230232499532e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/PARALLEL_WALLS/0/0/1,PARALLEL_WALLS,1850310744,217775206,1,IDEAL_MATCHED,29852,39767,16bfd0e05b92e701487f716bd84b6ded3ef401c410e19a00bbdf0437f33a9d77,36752fba8d45616419ab39c15fdedae442e016d91acb32f9e5c9f36dc570e6fc,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,cc32264284ce10f0feba97a680e4b70cf4e477f6c9bb81f35a4f06ffe99f67ef,f7d74bfdff4934fe57b35a1918b93fca6628e90d2c359967236b40a897b1bbd4,29852,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1444230232499532e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/PARALLEL_WALLS/0/0/2,PARALLEL_WALLS,1850310744,217775206,2,IDEAL_MATCHED,29760,39767,82b6e1f0ad6093c8017e92521fce6ae2fcbc060f52e1f2c697b8792bb91d16c5,36752fba8d45616419ab39c15fdedae442e016d91acb32f9e5c9f36dc570e6fc,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,4e6ce9d7e19c02374265b15442206bb687a8d5ef4f53185927798d577c2e21a8,4f5dd90519dc3a89adf5b22848792d3fa4f2f8c46561d08179a198320fa7e113,29760,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1444230232499532e-12,0.0,0,0,True,True,True,True,True,True
phase-a-v1/PARALLEL_WALLS/0/0/3,PARALLEL_WALLS,1850310744,217775206,3,IDEAL_MATCHED,29779,39767,df1876049d6102ab4c1161b8af823da4944fb369f11cc00118eeb9dfed36c8c6,36752fba8d45616419ab39c15fdedae442e016d91acb32f9e5c9f36dc570e6fc,9447b2a95fd5049eed816b2eef98114c80e211b3e46e4378e87faf97bbf936fb,30cc6b2831dbb7a2b1278f32e626e841204d32ad158490c77bff75a4c25d9bc6,6d69c514e25b6893ea0d00385ea01c2fb694ec70b0ceeb191adb08901d163ec9,29779,0,0,0,True,True,True,True,1.0,0.0,True,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,2.9802322387695312e-08,5.960464477539063e-08,0.0,1.1444230232499532e-12,0.0,0,0,True,True,True,True,True,True
