authoritative_scientific_outcome_n,available_case,backend,defined_station_summary_n,endpoint,endpoint_specific_undefined_n,finite_endpoint_n,formal_statistics,formal_summary_status,planned_n,resolved_infrastructure_attempt_n,scene_id,scene_statistics_are_direct_30_snapshot_statistics,scientific_undefined_nonfinite_n,solver_nonconverged_finite_n,station_medians,station_summaries,undefined_trial_ids,unresolved_infrastructure_failure_n
30,"{""finite_n"": 30, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00020805252692052424, ""q25"": 0.00013497138937758481, ""q75"": 0.00052433183138357, ""q95"": 0.0009207577898686647}}",OPEN3D_POINT_TO_PLANE,3,rotation_angle_rad,0,30,"{""median"": 0.00020805252692052424, ""q25"": 0.00013497138937758481, ""q75"": 0.00052433183138357, ""q95"": 0.0009207577898686647}",FORMAL_SCENE_SUMMARY_DEFINED_COMPLETE_30_OF_30,30,0,FMB1_R01,True,0,30,"{""S01"": 0.0006780044166404397, ""S02"": 0.00020805252692052424, ""S03"": 0.00012232545335750302}","{""S01"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0006780044166404397, ""q25"": 0.0005611111636807702, ""q75"": 0.0008363306863164196, ""q95"": 0.0015641287240180655}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.0006780044166404397, ""q25"": 0.0005611111636807702, ""q75"": 0.0008363306863164196, ""q95"": 0.0015641287240180655}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S02"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00020805252692052424, ""q25"": 0.0001815998876469508, ""q75"": 0.00022244091327381868, ""q95"": 0.000292232907150917}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00020805252692052424, ""q25"": 0.0001815998876469508, ""q75"": 0.00022244091327381868, ""q95"": 0.000292232907150917}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S03"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00012232545335750302, ""q25"": 6.572242315731133e-05, ""q75"": 0.00015455388549406358, ""q95"": 0.00017584763699705094}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00012232545335750302, ""q25"": 6.572242315731133e-05, ""q75"": 0.00015455388549406358, ""q95"": 0.00017584763699705094}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}}",[],0
30,"{""finite_n"": 30, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.011920531709577981, ""q25"": 0.007733290966352481, ""q75"": 0.030042001002643686, ""q95"": 0.052755535313268}}",OPEN3D_POINT_TO_PLANE,3,rotation_angle_deg,0,30,"{""median"": 0.011920531709577981, ""q25"": 0.007733290966352481, ""q75"": 0.030042001002643686, ""q95"": 0.052755535313268}",FORMAL_SCENE_SUMMARY_DEFINED_COMPLETE_30_OF_30,30,0,FMB1_R01,True,0,30,"{""S01"": 0.03884679156472664, ""S02"": 0.011920531709577981, ""S03"": 0.007008732204409329}","{""S01"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.03884679156472664, ""q25"": 0.032149301516582456, ""q75"": 0.0479182186032104, ""q95"": 0.08961797450141787}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.03884679156472664, ""q25"": 0.032149301516582456, ""q75"": 0.0479182186032104, ""q95"": 0.08961797450141787}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S02"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.011920531709577981, ""q25"": 0.010404907122220215, ""q75"": 0.012744925521625382, ""q95"": 0.016743712214586}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.011920531709577981, ""q25"": 0.010404907122220215, ""q75"": 0.012744925521625382, ""q95"": 0.016743712214586}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S03"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.007008732204409329, ""q25"": 0.0037656174662868062, ""q75"": 0.008855285346158039, ""q95"": 0.010075327437279569}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.007008732204409329, ""q25"": 0.0037656174662868062, ""q75"": 0.008855285346158039, ""q95"": 0.010075327437279569}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}}",[],0
30,"{""finite_n"": 30, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00012031269979451933, ""q25"": 7.564669097984394e-05, ""q75"": 0.00019696188077965838, ""q95"": 0.0002385518151697536}}",OPEN3D_POINT_TO_PLANE,3,rotation_angle_rad,0,30,"{""median"": 0.00012031269979451933, ""q25"": 7.564669097984394e-05, ""q75"": 0.00019696188077965838, ""q95"": 0.0002385518151697536}",FORMAL_SCENE_SUMMARY_DEFINED_COMPLETE_30_OF_30,30,0,FMB1_R02,True,0,30,"{""S01"": 0.00012735612208297436, ""S02"": 0.00015502878225820229, ""S03"": 0.00010946946871515494}","{""S01"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00012735612208297436, ""q25"": 0.00010059950882221307, ""q75"": 0.00019122623757279847, ""q95"": 0.0002177029122097762}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00012735612208297436, ""q25"": 0.00010059950882221307, ""q75"": 0.00019122623757279847, ""q95"": 0.0002177029122097762}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S02"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00015502878225820229, ""q25"": 8.44539816951442e-05, ""q75"": 0.00022245775260865578, ""q95"": 0.0002982047858369547}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00015502878225820229, ""q25"": 8.44539816951442e-05, ""q75"": 0.00022245775260865578, ""q95"": 0.0002982047858369547}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S03"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00010946946871515494, ""q25"": 5.939213099560491e-05, ""q75"": 0.00015821562165139918, ""q95"": 0.00021108502507534825}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00010946946871515494, ""q25"": 5.939213099560491e-05, ""q75"": 0.00015821562165139918, ""q95"": 0.00021108502507534825}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}}",[],0
30,"{""finite_n"": 30, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.006893409920050444, ""q25"": 0.004334236127275412, ""q75"": 0.011285084493633314, ""q95"": 0.013668012204411769}}",OPEN3D_POINT_TO_PLANE,3,rotation_angle_deg,0,30,"{""median"": 0.006893409920050444, ""q25"": 0.004334236127275412, ""q75"": 0.011285084493633314, ""q95"": 0.013668012204411769}",FORMAL_SCENE_SUMMARY_DEFINED_COMPLETE_30_OF_30,30,0,FMB1_R02,True,0,30,"{""S01"": 0.007296968290507294, ""S02"": 0.008882494926447607, ""S03"": 0.00627213854291778}","{""S01"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.007296968290507294, ""q25"": 0.0057639272766019, ""q75"": 0.01095645634508736, ""q95"": 0.012473458057327256}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.007296968290507294, ""q25"": 0.0057639272766019, ""q75"": 0.01095645634508736, ""q95"": 0.012473458057327256}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S02"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.008882494926447607, ""q25"": 0.004838856714206872, ""q75"": 0.012745890344441355, ""q95"": 0.01708587565906009}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.008882494926447607, ""q25"": 0.004838856714206872, ""q75"": 0.012745890344441355, ""q95"": 0.01708587565906009}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S03"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00627213854291778, ""q25"": 0.0034029184423362813, ""q75"": 0.009065087373663822, ""q95"": 0.012094281055230607}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00627213854291778, ""q25"": 0.0034029184423362813, ""q75"": 0.009065087373663822, ""q95"": 0.012094281055230607}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}}",[],0
30,"{""finite_n"": 30, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0002746072515709279, ""q25"": 0.00013967433950883967, ""q75"": 0.00048355413950870794, ""q95"": 0.000598534934824002}}",OPEN3D_POINT_TO_PLANE,3,rotation_angle_rad,0,30,"{""median"": 0.0002746072515709279, ""q25"": 0.00013967433950883967, ""q75"": 0.00048355413950870794, ""q95"": 0.000598534934824002}",FORMAL_SCENE_SUMMARY_DEFINED_COMPLETE_30_OF_30,30,0,FMB1_R03,True,0,30,"{""S01"": 0.00013191143291794218, ""S02"": 0.0002746072515709279, ""S03"": 0.0005318425093908327}","{""S01"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00013191143291794218, ""q25"": 0.00012570355594712355, ""q75"": 0.00016482535731633717, ""q95"": 0.00018827578828484035}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00013191143291794218, ""q25"": 0.00012570355594712355, ""q75"": 0.00016482535731633717, ""q95"": 0.00018827578828484035}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S02"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0002746072515709279, ""q25"": 0.0002215820483316439, ""q75"": 0.00030359320943992613, ""q95"": 0.0004853950182890217}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.0002746072515709279, ""q25"": 0.0002215820483316439, ""q75"": 0.00030359320943992613, ""q95"": 0.0004853950182890217}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S03"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0005318425093908327, ""q25"": 0.00046846668213014546, ""q75"": 0.0005744943201237679, ""q95"": 0.0006107373699678818}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.0005318425093908327, ""q25"": 0.00046846668213014546, ""q75"": 0.0005744943201237679, ""q95"": 0.0006107373699678818}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}}",[],0
30,"{""finite_n"": 30, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.015733836538701414, ""q25"": 0.00800275016013388, ""q75"": 0.02770561135992918, ""q95"": 0.034293525656553116}}",OPEN3D_POINT_TO_PLANE,3,rotation_angle_deg,0,30,"{""median"": 0.015733836538701414, ""q25"": 0.00800275016013388, ""q75"": 0.02770561135992918, ""q95"": 0.034293525656553116}",FORMAL_SCENE_SUMMARY_DEFINED_COMPLETE_30_OF_30,30,0,FMB1_R03,True,0,30,"{""S01"": 0.007557968375721166, ""S02"": 0.015733836538701414, ""S03"": 0.030472331153741566}","{""S01"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.007557968375721166, ""q25"": 0.007202283225556799, ""q75"": 0.009443797330961866, ""q95"": 0.010787408053219979}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.007557968375721166, ""q25"": 0.007202283225556799, ""q75"": 0.009443797330961866, ""q95"": 0.010787408053219979}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S02"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.015733836538701414, ""q25"": 0.01269571618526702, ""q75"": 0.017394609589739027, ""q95"": 0.027811085944636344}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.015733836538701414, ""q25"": 0.01269571618526702, ""q75"": 0.017394609589739027, ""q95"": 0.027811085944636344}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S03"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.030472331153741566, ""q25"": 0.026841163728554034, ""q75"": 0.03291609989732954, ""q95"": 0.034992673690079544}}, ""endpoint"": ""rotation_angle_deg"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.030472331153741566, ""q25"": 0.026841163728554034, ""q75"": 0.03291609989732954, ""q95"": 0.034992673690079544}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}}",[],0
30,"{""finite_n"": 30, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00015153837971020983, ""q25"": 0.00011782950177594642, ""q75"": 0.0002373847480662235, ""q95"": 0.0003248220369245761}}",OPEN3D_POINT_TO_PLANE,3,rotation_angle_rad,0,30,"{""median"": 0.00015153837971020983, ""q25"": 0.00011782950177594642, ""q75"": 0.0002373847480662235, ""q95"": 0.0003248220369245761}",FORMAL_SCENE_SUMMARY_DEFINED_COMPLETE_30_OF_30,30,0,FMB1_W01,True,0,30,"{""S01"": 0.0002302278727887072, ""S02"": 0.00012471700538541422, ""S03"": 0.00017817366409678004}","{""S01"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0002302278727887072, ""q25"": 0.0001448073502503001, ""q75"": 0.00024979612391324305, ""q95"": 0.00030153505950793663}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.0002302278727887072, ""q25"": 0.0001448073502503001, ""q75"": 0.00024979612391324305, ""q95"": 0.00030153505950793663}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S02"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00012471700538541422, ""q25"": 0.00011782950177594642, ""q75"": 0.0001666536384993154, ""q95"": 0.0002361760696700416}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00012471700538541422, ""q25"": 0.00011782950177594642, ""q75"": 0.0001666536384993154, ""q95"": 0.0002361760696700416}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}, ""S03"": {""authoritative_scientific_outcome_n"": 10, ""available_case"": {""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00017817366409678004, ""q25"": 0.00010305150495232148, ""q75"": 0.0002896410204155315, ""q95"": 0.0003337374459915977}}, ""endpoint"": ""rotation_angle_rad"", ""endpoint_specific_undefined_n"": 0, ""finite_endpoint_n"": 10, ""formal_statistics"": {""median"": 0.00017817366409678004, ""q25"": 0.00010305150495232148, ""q75"": 0.0002896410204155315, ""q95"": 0.0003337374459915977}, ""formal_summary_status"": ""FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10"", ""planned_n"": 10, ""resolved_infrastructure_attempt_n"": 0, ""scientific_undefined_nonfinite_n"": 0, ""solver_nonconverged_finite_n"": 10, ""undefined_trial_ids"": [], ""unresolved_infrastructure_failure_n"": 0}}",[],0
