backend,centered_correspondence_turnover,centered_translation_norm_m,scene_id,scene_row_index
PCL_POINT_TO_PLANE,-0.0006521367239052944,-0.00026811155267750833,FMB1_W01,15
PCL_POINT_TO_PLANE,0.00606459048556196,-4.109459827415915e-06,FMB1_W01,16
PCL_POINT_TO_PLANE,-0.0014892150696192985,-0.0001067489123490116,FMB1_W01,17
PCL_POINT_TO_PLANE,-0.005744446714061269,-2.6867770350244124e-05,FMB1_W01,18
PCL_POINT_TO_PLANE,-0.01783207794650321,-0.000409485748737887,FMB1_W01,19
PCL_POINT_TO_PLANE,0.017628809431646464,0.0002722747323947815,FMB1_W01,20
PCL_POINT_TO_PLANE,0.004783595408212604,3.493030861044467e-05,FMB1_W01,21
PCL_POINT_TO_PLANE,0.008164966474262902,0.0003478505204952239,FMB1_W01,22
PCL_POINT_TO_PLANE,0.0012846856844253018,0.00017759992743191975,FMB1_W01,23
PCL_POINT_TO_PLANE,-0.012968477577914306,-0.00010212648299693224,FMB1_W01,24
PCL_POINT_TO_PLANE,-0.009482397113806162,-0.00012344221912555508,FMB1_W01,25
PCL_POINT_TO_PLANE,0.022225860601720937,0.0005393093777168282,FMB1_W01,26
PCL_POINT_TO_PLANE,0.014161330527455052,0.00040997280832670655,FMB1_W01,27
PCL_POINT_TO_PLANE,-0.003219886159086971,-0.0002721246357814413,FMB1_W01,28
PCL_POINT_TO_PLANE,0.0025207198695043065,9.613332504425907e-06,FMB1_W01,29
PCL_POINT_TO_PLANE,-0.00840470759070322,4.109459827415969e-06,FMB1_W01,30
PCL_POINT_TO_PLANE,0.00570562209058717,0.00020929999597562535,FMB1_W02,1
PCL_POINT_TO_PLANE,-0.002186819210000801,-0.0002708740976363296,FMB1_W02,2
PCL_POINT_TO_PLANE,-0.022416328436354827,-0.0003600369245097228,FMB1_W02,3
PCL_POINT_TO_PLANE,0.007914403320351482,-0.00021219585042418445,FMB1_W02,4
PCL_POINT_TO_PLANE,-0.00041253511243727337,0.00017469731636749776,FMB1_W02,5
PCL_POINT_TO_PLANE,-0.015167502828133339,-0.0003312886360434966,FMB1_W02,6
PCL_POINT_TO_PLANE,-0.008567571280983566,-1.8472989517653534e-05,FMB1_W02,7
PCL_POINT_TO_PLANE,-0.0075187304957402,-0.00015698652716720227,FMB1_W02,8
PCL_POINT_TO_PLANE,-0.00935386808386246,-0.00012442403930190915,FMB1_W02,9
PCL_POINT_TO_PLANE,-0.0023370654138196723,-3.3373920787605946e-05,FMB1_W02,10
PCL_POINT_TO_PLANE,-0.0009928136689194011,-6.922243404144604e-05,FMB1_W02,11
PCL_POINT_TO_PLANE,0.012631061619323203,0.00015409227688471696,FMB1_W02,12
PCL_POINT_TO_PLANE,0.0009547010447221171,1.2537448465416894e-05,FMB1_W02,13
PCL_POINT_TO_PLANE,0.0038985529584412704,0.00010024081990821449,FMB1_W02,14
PCL_POINT_TO_PLANE,0.011300067001644265,0.0003870615445562333,FMB1_W02,15
PCL_POINT_TO_PLANE,0.015639908634891564,0.00017085188371083234,FMB1_W02,16
PCL_POINT_TO_PLANE,-0.0016339814386815976,4.954783359611709e-06,FMB1_W02,17
PCL_POINT_TO_PLANE,0.03323527495497419,0.0006062065129249376,FMB1_W02,18
PCL_POINT_TO_PLANE,0.018001478585858044,0.00040199543120505684,FMB1_W02,19
PCL_POINT_TO_PLANE,-0.007494950970655945,5.770546059869733e-06,FMB1_W02,20
PCL_POINT_TO_PLANE,-0.004268688785479757,-0.0001333665503182963,FMB1_W02,21
PCL_POINT_TO_PLANE,-0.007367391484990937,-4.954783359611709e-06,FMB1_W02,22
PCL_POINT_TO_PLANE,0.026703180386053627,0.0005462242673640723,FMB1_W02,23
PCL_POINT_TO_PLANE,0.01457581018698989,-7.082125698316526e-05,FMB1_W02,24
PCL_POINT_TO_PLANE,0.018553500814496637,0.00035663265589041344,FMB1_W02,25
PCL_POINT_TO_PLANE,0.00041253511243727337,-0.00013994962638754676,FMB1_W02,26
PCL_POINT_TO_PLANE,-0.026273182648109683,-0.00039993633572525623,FMB1_W02,27
PCL_POINT_TO_PLANE,0.014695991091635496,0.00026923805896604286,FMB1_W02,28
PCL_POINT_TO_PLANE,0.011222379689928508,0.00037474629963818614,FMB1_W02,29
PCL_POINT_TO_PLANE,-0.010086564240385731,-2.9348138215778074e-05,FMB1_W02,30
PCL_POINT_TO_PLANE,0.02513643659546788,0.00043349519864277453,FMB1_W03,1
PCL_POINT_TO_PLANE,-0.002164570557351808,-3.0332961132786525e-05,FMB1_W03,2
PCL_POINT_TO_PLANE,-0.009925221508417292,-0.0001875661849256022,FMB1_W03,3
PCL_POINT_TO_PLANE,0.0011457418693945898,1.6405374067201628e-05,FMB1_W03,4
PCL_POINT_TO_PLANE,0.00883493153885867,9.486139368140747e-05,FMB1_W03,5
PCL_POINT_TO_PLANE,-0.0028112485472615023,-0.00017937443967034803,FMB1_W03,6
PCL_POINT_TO_PLANE,0.00014080136959065959,0.0001099454915074752,FMB1_W03,7
PCL_POINT_TO_PLANE,0.02075242612885947,0.0003545125957880427,FMB1_W03,8
PCL_POINT_TO_PLANE,0.021604745852146945,0.00046456583824978687,FMB1_W03,9
PCL_POINT_TO_PLANE,0.009483313825054573,0.00021088585505804776,FMB1_W03,10
PCL_POINT_TO_PLANE,-0.004869527592391398,-0.0001886058045990959,FMB1_W03,11
PCL_POINT_TO_PLANE,-0.00521574760690674,-0.0001623899536697548,FMB1_W03,12
PCL_POINT_TO_PLANE,0.005584462078203789,8.422035359998618e-05,FMB1_W03,13
PCL_POINT_TO_PLANE,-0.00468043875279317,-0.00026760782625467135,FMB1_W03,14
PCL_POINT_TO_PLANE,-0.004778139838257089,-0.00010633231778363025,FMB1_W03,15
PCL_POINT_TO_PLANE,-0.021565269823377753,-0.00036018745640056663,FMB1_W03,16
PCL_POINT_TO_PLANE,-0.013122714239766464,-0.00014008803110166044,FMB1_W03,17
PCL_POINT_TO_PLANE,0.006091117972340132,8.907582567532519e-05,FMB1_W03,18
PCL_POINT_TO_PLANE,-0.01829486434158084,-0.00036256591895869334,FMB1_W03,19
PCL_POINT_TO_PLANE,-0.006873815928548022,-0.00013544222089767444,FMB1_W03,20
PCL_POINT_TO_PLANE,-0.017491264477769553,-0.0002566874365765408,FMB1_W03,21
PCL_POINT_TO_PLANE,0.002627995561887919,6.005891414649948e-05,FMB1_W03,22
PCL_POINT_TO_PLANE,0.020110332154822996,0.00020065913051164387,FMB1_W03,23
PCL_POINT_TO_PLANE,-0.008673994426593279,-0.0005015937038027693,FMB1_W03,24
PCL_POINT_TO_PLANE,-0.00014080136959065959,-1.6405374067201628e-05,FMB1_W03,25
PCL_POINT_TO_PLANE,0.012340373500698443,2.9247574672808512e-05,FMB1_W03,26
PCL_POINT_TO_PLANE,0.0779532118988186,0.0015521606743048462,FMB1_W03,27
PCL_POINT_TO_PLANE,0.013639171481613921,5.9980820556363476e-05,FMB1_W03,28
PCL_POINT_TO_PLANE,0.014069341272946845,0.0003331084988044561,FMB1_W03,29
PCL_POINT_TO_PLANE,-0.011955771644540703,-0.000361356570109074,FMB1_W03,30
