authoritative_scientific_outcome_n,available_case,backend,endpoint,endpoint_specific_undefined_n,finite_endpoint_n,formal_statistics,formal_summary_status,planned_n,resolved_infrastructure_attempt_n,scene_id,scientific_undefined_nonfinite_n,solver_nonconverged_finite_n,station_id,undefined_trial_ids,unresolved_infrastructure_failure_n
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.009215613299247274, ""q25"": 0.004547408798683899, ""q75"": 0.012564478444718682, ""q95"": 0.014672782752333064}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.009215613299247274, ""q25"": 0.004547408798683899, ""q75"": 0.012564478444718682, ""q95"": 0.014672782752333064}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R02,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00011933855489250467, ""q25"": 6.0813530020866574e-05, ""q75"": 0.00016665687034118633, ""q95"": 0.00021997003783796168}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.00011933855489250467, ""q25"": 6.0813530020866574e-05, ""q75"": 0.00016665687034118633, ""q95"": 0.00021997003783796168}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R02,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00683759552853082, ""q25"": 0.003484358607487784, ""q75"": 0.009548735297408961, ""q95"": 0.012603354787448227}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.00683759552853082, ""q25"": 0.003484358607487784, ""q75"": 0.009548735297408961, ""q95"": 0.012603354787448227}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R02,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00013425337610438297, ""q25"": 0.0001251474506424271, ""q75"": 0.00016765082318132506, ""q95"": 0.00018893920877098414}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.00013425337610438297, ""q25"": 0.0001251474506424271, ""q75"": 0.00016765082318132506, ""q95"": 0.00018893920877098414}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R03,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.007692151836163641, ""q25"": 0.007170420738632855, ""q75"": 0.009605684600183951, ""q95"": 0.010825419247118537}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.007692151836163641, ""q25"": 0.007170420738632855, ""q75"": 0.009605684600183951, ""q95"": 0.010825419247118537}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R03,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0002478642129877497, ""q25"": 0.00021289274318607375, ""q75"": 0.00032374389512286193, ""q95"": 0.00043724965260562906}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.0002478642129877497, ""q25"": 0.00021289274318607375, ""q75"": 0.00032374389512286193, ""q95"": 0.00043724965260562906}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R03,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.014201573296529785, ""q25"": 0.01219785567352454, ""q75"": 0.018549158833665945, ""q95"": 0.025052559687863966}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.014201573296529785, ""q25"": 0.01219785567352454, ""q75"": 0.018549158833665945, ""q95"": 0.025052559687863966}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R03,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00044933305269767923, ""q25"": 0.00043042857367876634, ""q75"": 0.000510155083217853, ""q95"": 0.0006352604162902272}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.00044933305269767923, ""q25"": 0.00043042857367876634, ""q75"": 0.000510155083217853, ""q95"": 0.0006352604162902272}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R03,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.02574488751530643, ""q25"": 0.024661740653629104, ""q75"": 0.029229733165528266, ""q95"": 0.036397740745153756}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.02574488751530643, ""q25"": 0.024661740653629104, ""q75"": 0.029229733165528266, ""q95"": 0.036397740745153756}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_R03,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00022002940772521682, ""q25"": 0.0001491806323767057, ""q75"": 0.00024117365188156543, ""q95"": 0.0002967048694250719}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.00022002940772521682, ""q25"": 0.0001491806323767057, ""q75"": 0.00024117365188156543, ""q95"": 0.0002967048694250719}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W01,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.012606756431418113, ""q25"": 0.00854742062027792, ""q75"": 0.013818232382571044, ""q95"": 0.0169999367790368}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.012606756431418113, ""q25"": 0.00854742062027792, ""q75"": 0.013818232382571044, ""q95"": 0.0169999367790368}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W01,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0001401705034344073, ""q25"": 0.00010309197643462836, ""q75"": 0.0001877920695634189, ""q95"": 0.00025154745853129325}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.0001401705034344073, ""q25"": 0.00010309197643462836, ""q75"": 0.0001877920695634189, ""q95"": 0.00025154745853129325}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W01,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.008031178259015549, ""q25"": 0.005906735151366345, ""q75"": 0.010759693012011066, ""q95"": 0.014412607721085198}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.008031178259015549, ""q25"": 0.005906735151366345, ""q75"": 0.010759693012011066, ""q95"": 0.014412607721085198}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W01,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0001726448731620245, ""q25"": 0.00010738842230813061, ""q75"": 0.00027220824088309436, ""q95"": 0.00030597141805136126}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.0001726448731620245, ""q25"": 0.00010738842230813061, ""q75"": 0.00027220824088309436, ""q95"": 0.00030597141805136126}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W01,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00989182258675542, ""q25"": 0.006152903366824423, ""q75"": 0.015596383351281776, ""q95"": 0.01753087090597593}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.00989182258675542, ""q25"": 0.006152903366824423, ""q75"": 0.015596383351281776, ""q95"": 0.01753087090597593}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W01,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 9.039122494632019e-05, ""q25"": 5.2844705174824076e-05, ""q75"": 0.0001421006184531552, ""q95"": 0.00024816486897206183}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 9.039122494632019e-05, ""q25"": 5.2844705174824076e-05, ""q75"": 0.0001421006184531552, ""q95"": 0.00024816486897206183}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W02,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.005179035694441787, ""q25"": 0.003027778576130561, ""q75"": 0.008141765703564618, ""q95"": 0.01421879961551622}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.005179035694441787, ""q25"": 0.003027778576130561, ""q75"": 0.008141765703564618, ""q95"": 0.01421879961551622}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W02,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0001372865825834404, ""q25"": 0.00011840553906677958, ""q75"": 0.00014764824933825388, ""q95"": 0.00017902869174156309}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.0001372865825834404, ""q25"": 0.00011840553906677958, ""q75"": 0.00014764824933825388, ""q95"": 0.00017902869174156309}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W02,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.007865941765805368, ""q25"": 0.006784137659497858, ""q75"": 0.008459621539577198, ""q95"": 0.01025758844854018}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.007865941765805368, ""q25"": 0.006784137659497858, ""q75"": 0.008459621539577198, ""q95"": 0.01025758844854018}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W02,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0001463850537002698, ""q25"": 0.00010507527881686743, ""q75"": 0.00018421783598894303, ""q95"": 0.00024693956479089716}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.0001463850537002698, ""q25"": 0.00010507527881686743, ""q75"": 0.00018421783598894303, ""q95"": 0.00024693956479089716}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W02,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.008387245760821374, ""q25"": 0.0060203700073668855, ""q75"": 0.010554904513199641, ""q95"": 0.014148594857315752}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.008387245760821374, ""q25"": 0.0060203700073668855, ""q75"": 0.010554904513199641, ""q95"": 0.014148594857315752}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W02,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00017387085136922746, ""q25"": 0.00011921685873138212, ""q75"": 0.00021108612635573645, ""q95"": 0.00024185115690699522}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.00017387085136922746, ""q25"": 0.00011921685873138212, ""q75"": 0.00021108612635573645, ""q95"": 0.00024185115690699522}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W03,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.009962065963803165, ""q25"": 0.006830622852115553, ""q75"": 0.01209434415394891, ""q95"": 0.013857050561127075}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.009962065963803165, ""q25"": 0.006830622852115553, ""q75"": 0.01209434415394891, ""q95"": 0.013857050561127075}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W03,0,10,S01,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.00019640254518606636, ""q25"": 0.00016413117438694502, ""q75"": 0.00023232562664036131, ""q95"": 0.00024457697124929506}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.00019640254518606636, ""q25"": 0.00016413117438694502, ""q75"": 0.00023232562664036131, ""q95"": 0.00024457697124929506}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W03,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.011253036924789047, ""q25"": 0.009404023578897667, ""q75"": 0.013311277879224826, ""q95"": 0.014013228218677084}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.011253036924789047, ""q25"": 0.009404023578897667, ""q75"": 0.013311277879224826, ""q95"": 0.014013228218677084}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W03,0,10,S02,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.0001309947121112221, ""q25"": 0.000109019392307603, ""q75"": 0.0002103510231713222, ""q95"": 0.00025912248518116616}}",PCL_POINT_TO_PLANE,rotation_angle_rad,0,10,"{""median"": 0.0001309947121112221, ""q25"": 0.000109019392307603, ""q75"": 0.0002103510231713222, ""q95"": 0.00025912248518116616}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W03,0,10,S03,[],0
10,"{""finite_n"": 10, ""label"": ""AVAILABLE_CASE_DESCRIPTIVE_NOT_PRIMARY_NOT_INFERENTIAL"", ""may_enter_inference"": false, ""statistics"": {""median"": 0.007505444142504274, ""q25"": 0.006246351064306644, ""q75"": 0.012052225843975348, ""q95"": 0.014846624777822037}}",PCL_POINT_TO_PLANE,rotation_angle_deg,0,10,"{""median"": 0.007505444142504274, ""q25"": 0.006246351064306644, ""q75"": 0.012052225843975348, ""q95"": 0.014846624777822037}",FORMAL_STATION_SUMMARY_DEFINED_COMPLETE_10_OF_10,10,0,FMB1_W03,0,10,S03,[],0
