scene_id,scene_class,snapshot_id,backend,perturbation_magnitude_m,perturbation_sign,weak_run_id,strong_run_id,weak_final_translation_error_m,strong_final_translation_error_m,weak_minus_strong_final_translation_error_m,weak_strong_error_ratio,weak_pose_recovered,strong_pose_recovered,PILOT_ONLY,PILOT_NONFORMAL_DO_NOT_CITE,FORMAL_MEASUREMENT_RESULT,MEASUREMENT_EVIDENCE,NO_OBVIOUS_MOTION,ACCELERATION_UNIT_UNKNOWN,POINT_COORDINATE_UNIT_STATUS
R_TEST_01,Rich,R_TEST_01_Q07,open3d,0.03,1,CP-R_TEST_01_Q07-W-30MM-POS-O3D,CP-R_TEST_01_Q07-S-30MM-POS-O3D,0.0004921305844459532,0.000492130536865077,4.7580876196516575e-11,1.000000096683446,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,open3d,0.05,-1,CP-R_TEST_01_Q07-W-50MM-NEG-O3D,CP-R_TEST_01_Q07-S-50MM-NEG-O3D,0.0004921306855022625,0.0004921306929896745,-7.487411949128053e-12,0.9999999847857245,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,open3d,0.05,1,CP-R_TEST_01_Q07-W-50MM-POS-O3D,CP-R_TEST_01_Q07-S-50MM-POS-O3D,0.0004914474290814851,0.0004921306903605384,-6.832612790533179e-07,0.9986116263577206,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,pcl,0.01,-1,CP-R_TEST_01_Q07-W-10MM-NEG-PCL,CP-R_TEST_01_Q07-S-10MM-NEG-PCL,0.0004780710101588745,0.00047505410949486926,3.016900664005236e-06,1.006350646386815,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,pcl,0.01,1,CP-R_TEST_01_Q07-W-10MM-POS-PCL,CP-R_TEST_01_Q07-S-10MM-POS-PCL,0.00047535397115142016,0.00047795584658040155,-2.6018754289813925e-06,0.9945562431182778,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,pcl,0.03,-1,CP-R_TEST_01_Q07-W-30MM-NEG-PCL,CP-R_TEST_01_Q07-S-30MM-NEG-PCL,0.0004776454544628723,0.00047643194749555536,1.2135069673169393e-06,1.0025470730367598,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,pcl,0.03,1,CP-R_TEST_01_Q07-W-30MM-POS-PCL,CP-R_TEST_01_Q07-S-30MM-POS-PCL,0.00047735286265839855,0.00047733846410047995,1.4398557918605514e-08,1.0000301642524152,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,pcl,0.05,-1,CP-R_TEST_01_Q07-W-50MM-NEG-PCL,CP-R_TEST_01_Q07-S-50MM-NEG-PCL,0.0004515312220748976,0.000475607332728415,-2.4076110653517373e-05,0.949378176077732,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q07,pcl,0.05,1,CP-R_TEST_01_Q07-W-50MM-POS-PCL,CP-R_TEST_01_Q07-S-50MM-POS-PCL,0.0004766420951744,0.00047771613867295045,-1.0740434985504616e-06,0.9977517119234572,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,open3d,0.01,-1,CP-R_TEST_01_Q08-W-10MM-NEG-O3D,CP-R_TEST_01_Q08-S-10MM-NEG-O3D,0.0007095040659304052,0.0006956743358248981,1.3829730105507118e-05,1.0198796037072555,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,open3d,0.01,1,CP-R_TEST_01_Q08-W-10MM-POS-O3D,CP-R_TEST_01_Q08-S-10MM-POS-O3D,0.000709504065930367,0.0007045728834403913,4.931182489975724e-06,1.0069988252540987,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,open3d,0.03,-1,CP-R_TEST_01_Q08-W-30MM-NEG-O3D,CP-R_TEST_01_Q08-S-30MM-NEG-O3D,0.0006927206411850576,0.0006927206412056944,-2.063681257130634e-14,0.999999999970209,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,open3d,0.03,1,CP-R_TEST_01_Q08-W-30MM-POS-O3D,CP-R_TEST_01_Q08-S-30MM-POS-O3D,0.0007095040659297263,0.0007095040806730005,-1.4743274201305112e-11,0.9999999792203109,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,open3d,0.05,-1,CP-R_TEST_01_Q08-W-50MM-NEG-O3D,CP-R_TEST_01_Q08-S-50MM-NEG-O3D,0.0006927206412064316,0.0006927206411856743,2.075726743266948e-14,1.000000000029965,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,open3d,0.05,1,CP-R_TEST_01_Q08-W-50MM-POS-O3D,CP-R_TEST_01_Q08-S-50MM-POS-O3D,0.0007095040807492628,0.0007095040807488643,3.984442983884229e-16,1.0000000000005616,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,pcl,0.01,-1,CP-R_TEST_01_Q08-W-10MM-NEG-PCL,CP-R_TEST_01_Q08-S-10MM-NEG-PCL,0.0007383833815050483,0.0007376708398705964,7.12541634451851e-07,1.0009659343923325,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,pcl,0.01,1,CP-R_TEST_01_Q08-W-10MM-POS-PCL,CP-R_TEST_01_Q08-S-10MM-POS-PCL,0.0007370740449999448,0.000737639113842735,-5.65068842790198e-07,0.9992339494582297,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,pcl,0.03,-1,CP-R_TEST_01_Q08-W-30MM-NEG-PCL,CP-R_TEST_01_Q08-S-30MM-NEG-PCL,0.0007400617466749523,0.0007393965791751454,6.651674998069471e-07,1.000899608570747,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,pcl,0.03,1,CP-R_TEST_01_Q08-W-30MM-POS-PCL,CP-R_TEST_01_Q08-S-30MM-POS-PCL,0.0007375929376362224,0.0007384824984937075,-8.895608574851404e-07,0.9987954205288553,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,pcl,0.05,-1,CP-R_TEST_01_Q08-W-50MM-NEG-PCL,CP-R_TEST_01_Q08-S-50MM-NEG-PCL,0.0007397648371709278,0.0007402035946560308,-4.387574851030286e-07,0.9994072475623319,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q08,pcl,0.05,1,CP-R_TEST_01_Q08-W-50MM-POS-PCL,CP-R_TEST_01_Q08-S-50MM-POS-PCL,0.0007375662032595926,0.0007358766210348905,1.6895822247020749e-06,1.0022960129135858,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,open3d,0.01,-1,CP-R_TEST_01_Q09-W-10MM-NEG-O3D,CP-R_TEST_01_Q09-S-10MM-NEG-O3D,0.00044256800983111683,0.00044142366772725167,1.1443421038651621e-06,1.0025923895511923,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,open3d,0.01,1,CP-R_TEST_01_Q09-W-10MM-POS-O3D,CP-R_TEST_01_Q09-S-10MM-POS-O3D,0.00044649474361361916,0.0004464947436058964,7.722772074614248e-15,1.0000000000172964,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,open3d,0.03,-1,CP-R_TEST_01_Q09-W-30MM-NEG-O3D,CP-R_TEST_01_Q09-S-30MM-NEG-O3D,0.00043988190769026246,0.00043209632815120936,7.785579539053094e-06,1.0180181571372404,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,open3d,0.03,1,CP-R_TEST_01_Q09-W-30MM-POS-O3D,CP-R_TEST_01_Q09-S-30MM-POS-O3D,0.00044665235801561663,0.00044684929621144803,-1.9693819583140384e-07,0.9995592737920791,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,open3d,0.05,-1,CP-R_TEST_01_Q09-W-50MM-NEG-O3D,CP-R_TEST_01_Q09-S-50MM-NEG-O3D,0.0004398819076938115,0.0004408729941909408,-9.910864971293286e-07,0.9977519909130562,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,open3d,0.05,1,CP-R_TEST_01_Q09-W-50MM-POS-O3D,CP-R_TEST_01_Q09-S-50MM-POS-O3D,0.000446849254853032,0.00043988188506853375,6.967369784498245e-06,1.0158391832466862,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,pcl,0.01,-1,CP-R_TEST_01_Q09-W-10MM-NEG-PCL,CP-R_TEST_01_Q09-S-10MM-NEG-PCL,0.00036096116057517016,0.000361018126799228,-5.696622405786328e-08,0.9998422067485561,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,pcl,0.01,1,CP-R_TEST_01_Q09-W-10MM-POS-PCL,CP-R_TEST_01_Q09-S-10MM-POS-PCL,0.0003611061631758574,0.0003671778600162903,-6.071696840432867e-06,0.9834638808555519,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,pcl,0.03,-1,CP-R_TEST_01_Q09-W-30MM-NEG-PCL,CP-R_TEST_01_Q09-S-30MM-NEG-PCL,0.0003497697758261959,0.00036105226432175806,-1.1282488495562135e-05,0.9687510933721564,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,pcl,0.03,1,CP-R_TEST_01_Q09-W-30MM-POS-PCL,CP-R_TEST_01_Q09-S-30MM-POS-PCL,0.00036124040019482246,0.000361038116237832,2.022839569904445e-07,1.000560284213474,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,pcl,0.05,-1,CP-R_TEST_01_Q09-W-50MM-NEG-PCL,CP-R_TEST_01_Q09-S-50MM-NEG-PCL,0.0003455227801234706,0.00036102088212660395,-1.5498102003133336e-05,0.957071452731927,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q09,pcl,0.05,1,CP-R_TEST_01_Q09-W-50MM-POS-PCL,CP-R_TEST_01_Q09-S-50MM-POS-PCL,0.00036111316718049334,0.0003610031755683506,1.099916121427482e-07,1.0003046832260398,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,open3d,0.01,-1,CP-R_TEST_01_Q10-W-10MM-NEG-O3D,CP-R_TEST_01_Q10-S-10MM-NEG-O3D,0.0008860870622376903,0.0008907147303528289,-4.6276681151386206e-06,0.9948045452068526,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,open3d,0.01,1,CP-R_TEST_01_Q10-W-10MM-POS-O3D,CP-R_TEST_01_Q10-S-10MM-POS-O3D,0.0009002529294919834,0.0008853173407001116,1.4935588791871804e-05,1.0168703222056632,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,open3d,0.03,-1,CP-R_TEST_01_Q10-W-30MM-NEG-O3D,CP-R_TEST_01_Q10-S-30MM-NEG-O3D,0.0008860870622240395,0.0008910647572294083,-4.97769500536877e-06,0.9944137673889764,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,open3d,0.03,1,CP-R_TEST_01_Q10-W-30MM-POS-O3D,CP-R_TEST_01_Q10-S-30MM-POS-O3D,0.0009002529294736099,0.0009002529294918215,-1.8211669151890764e-14,0.9999999999797705,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,open3d,0.05,-1,CP-R_TEST_01_Q10-W-50MM-NEG-O3D,CP-R_TEST_01_Q10-S-50MM-NEG-O3D,0.0008865408946063511,0.0008907147303527635,-4.173835746412399e-06,0.9953140600416933,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,open3d,0.05,1,CP-R_TEST_01_Q10-W-50MM-POS-O3D,CP-R_TEST_01_Q10-S-50MM-POS-O3D,0.0009017669713847498,0.0009026974710001685,-9.304996154187043e-07,0.9989692010387625,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,pcl,0.01,-1,CP-R_TEST_01_Q10-W-10MM-NEG-PCL,CP-R_TEST_01_Q10-S-10MM-NEG-PCL,0.000895823821188391,0.0008963019827176454,-4.781615292544271e-07,0.9994665173808892,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,pcl,0.01,1,CP-R_TEST_01_Q10-W-10MM-POS-PCL,CP-R_TEST_01_Q10-S-10MM-POS-PCL,0.0009123473219893058,0.0009071091101721587,5.238211817147013e-06,1.0057746215514833,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,pcl,0.03,-1,CP-R_TEST_01_Q10-W-30MM-NEG-PCL,CP-R_TEST_01_Q10-S-30MM-NEG-PCL,0.0008967683537140265,0.000897063671934069,-2.953182200424219e-07,0.9996707945831697,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,pcl,0.03,1,CP-R_TEST_01_Q10-W-30MM-POS-PCL,CP-R_TEST_01_Q10-S-30MM-POS-PCL,0.0009123812033875027,0.0009176299335696161,-5.248730182113464e-06,0.994280123184631,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,pcl,0.05,-1,CP-R_TEST_01_Q10-W-50MM-NEG-PCL,CP-R_TEST_01_Q10-S-50MM-NEG-PCL,0.0008957119145519469,0.0008952060567436131,5.058578083337335e-07,1.000565074157534,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
R_TEST_01,Rich,R_TEST_01_Q10,pcl,0.05,1,CP-R_TEST_01_Q10-W-50MM-POS-PCL,CP-R_TEST_01_Q10-S-50MM-POS-PCL,0.0009178098967273203,0.000912716564383252,5.093332344068349e-06,1.0055804096724268,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,open3d,0.01,-1,CP-W_TEST_01_Q01-W-10MM-NEG-O3D,CP-W_TEST_01_Q01-S-10MM-NEG-O3D,0.0006981321014021489,0.0006985547865535364,-4.2268515138747884e-07,0.999394914816241,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,open3d,0.01,1,CP-W_TEST_01_Q01-W-10MM-POS-O3D,CP-W_TEST_01_Q01-S-10MM-POS-O3D,0.0007115253395202652,0.0007109968772707334,5.284622495318027e-07,1.0007432694382012,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,open3d,0.03,-1,CP-W_TEST_01_Q01-W-30MM-NEG-O3D,CP-W_TEST_01_Q01-S-30MM-NEG-O3D,0.0006981321159044024,0.0007114729921680666,-1.33408762636642e-05,0.9812489350818354,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,open3d,0.03,1,CP-W_TEST_01_Q01-W-30MM-POS-O3D,CP-W_TEST_01_Q01-S-30MM-POS-O3D,0.0007069756775472136,0.0007108599502278211,-3.884272680607483e-06,0.9945358116189235,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,open3d,0.05,-1,CP-W_TEST_01_Q01-W-50MM-NEG-O3D,CP-W_TEST_01_Q01-S-50MM-NEG-O3D,0.0006981321428314089,0.0006985547945649425,-4.2265173353359976e-07,0.9993949626617382,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,open3d,0.05,1,CP-W_TEST_01_Q01-W-50MM-POS-O3D,CP-W_TEST_01_Q01-S-50MM-POS-O3D,0.0007073342586112597,0.0007108599359758435,-3.5256773645837933e-06,0.995040264352859,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,pcl,0.01,-1,CP-W_TEST_01_Q01-W-10MM-NEG-PCL,CP-W_TEST_01_Q01-S-10MM-NEG-PCL,0.0007119109227642359,0.00071217232674084,-2.614039766041113e-07,0.9996329484216265,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,pcl,0.01,1,CP-W_TEST_01_Q01-W-10MM-POS-PCL,CP-W_TEST_01_Q01-S-10MM-POS-PCL,0.0007096576154018505,0.0007121558590762043,-2.498243674353782e-06,0.9964919987071448,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,pcl,0.03,-1,CP-W_TEST_01_Q01-W-30MM-NEG-PCL,CP-W_TEST_01_Q01-S-30MM-NEG-PCL,0.0007121729446769741,0.0007120377261877933,1.3521848918080642e-07,1.0001899035461292,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,pcl,0.03,1,CP-W_TEST_01_Q01-W-30MM-POS-PCL,CP-W_TEST_01_Q01-S-30MM-POS-PCL,0.0007093920372683221,0.0007122036507368665,-2.8116134685444343e-06,0.99605223384402,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,pcl,0.05,-1,CP-W_TEST_01_Q01-W-50MM-NEG-PCL,CP-W_TEST_01_Q01-S-50MM-NEG-PCL,0.0007125558624408078,0.0007125408239236811,1.5038517126681958e-08,1.000021105481429,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q01,pcl,0.05,1,CP-W_TEST_01_Q01-W-50MM-POS-PCL,CP-W_TEST_01_Q01-S-50MM-POS-PCL,0.0007097115146369088,0.0007121867650362457,-2.475250399336837e-06,0.9965244363966651,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,open3d,0.01,-1,CP-W_TEST_01_Q02-W-10MM-NEG-O3D,CP-W_TEST_01_Q02-S-10MM-NEG-O3D,0.00045132921428539763,0.0004513292142862912,-8.935452204539285e-16,0.9999999999980201,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,open3d,0.01,1,CP-W_TEST_01_Q02-W-10MM-POS-O3D,CP-W_TEST_01_Q02-S-10MM-POS-O3D,0.00045241046024287543,0.0004513292142860458,1.0812459568296088e-06,1.0023956923740025,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,open3d,0.03,-1,CP-W_TEST_01_Q02-W-30MM-NEG-O3D,CP-W_TEST_01_Q02-S-30MM-NEG-O3D,0.0004513292142857555,0.00045132923152150893,-1.7235753406105725e-11,0.9999999618111298,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,open3d,0.03,1,CP-W_TEST_01_Q02-W-30MM-POS-O3D,CP-W_TEST_01_Q02-S-30MM-POS-O3D,0.0004513292229049428,0.0004524104602411378,-1.0812373361949665e-06,0.9976100523059996,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,open3d,0.05,-1,CP-W_TEST_01_Q02-W-50MM-NEG-O3D,CP-W_TEST_01_Q02-S-50MM-NEG-O3D,0.00045132921428625973,0.00045132921428605476,2.0496842070838461e-16,1.000000000000454,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,open3d,0.05,1,CP-W_TEST_01_Q02-W-50MM-POS-O3D,CP-W_TEST_01_Q02-S-50MM-POS-O3D,0.00045241046024133575,0.00045241046024031134,1.0244084226729289e-15,1.0000000000022644,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,pcl,0.01,-1,CP-W_TEST_01_Q02-W-10MM-NEG-PCL,CP-W_TEST_01_Q02-S-10MM-NEG-PCL,0.0006270231810877813,0.0006316637055342098,-4.640524446428542e-06,0.9926534888647687,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,pcl,0.01,1,CP-W_TEST_01_Q02-W-10MM-POS-PCL,CP-W_TEST_01_Q02-S-10MM-POS-PCL,0.0006442065614770256,0.0006453246710523356,-1.1181095753100192e-06,0.9982673689299888,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,pcl,0.03,-1,CP-W_TEST_01_Q02-W-30MM-NEG-PCL,CP-W_TEST_01_Q02-S-30MM-NEG-PCL,0.0006275622238329394,0.0006457402896984377,-1.8178065865498264e-05,0.9718492617612764,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,pcl,0.03,1,CP-W_TEST_01_Q02-W-30MM-POS-PCL,CP-W_TEST_01_Q02-S-30MM-POS-PCL,0.0006450758158783954,0.0006316873431687875,1.3388472709607922e-05,1.0211947775341614,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,pcl,0.05,-1,CP-W_TEST_01_Q02-W-50MM-NEG-PCL,CP-W_TEST_01_Q02-S-50MM-NEG-PCL,0.0006268970870636794,0.0006317351741809651,-4.8380871172857805e-06,0.9923415897752436,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q02,pcl,0.05,1,CP-W_TEST_01_Q02-W-50MM-POS-PCL,CP-W_TEST_01_Q02-S-50MM-POS-PCL,0.00064501412721229,0.0006317718333729792,1.3242293839310854e-05,1.0209605638298422,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,open3d,0.01,-1,CP-W_TEST_01_Q03-W-10MM-NEG-O3D,CP-W_TEST_01_Q03-S-10MM-NEG-O3D,0.00023930422171713675,0.0002393042259317363,-4.214599535253688e-12,0.9999999823881107,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,open3d,0.01,1,CP-W_TEST_01_Q03-W-10MM-POS-O3D,CP-W_TEST_01_Q03-S-10MM-POS-O3D,0.00023954862640671338,0.00024313648508408526,-3.5878586773718736e-06,0.9852434377500725,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,open3d,0.03,-1,CP-W_TEST_01_Q03-W-30MM-NEG-O3D,CP-W_TEST_01_Q03-S-30MM-NEG-O3D,0.00023954865909714512,0.00023930422593223597,2.4443316490915367e-07,1.001021432713764,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,open3d,0.03,1,CP-W_TEST_01_Q03-W-30MM-POS-O3D,CP-W_TEST_01_Q03-S-30MM-POS-O3D,0.0002393042169966052,0.00023954865909824635,-2.4444210164115045e-07,0.9989795722398893,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,open3d,0.05,-1,CP-W_TEST_01_Q03-W-50MM-NEG-O3D,CP-W_TEST_01_Q03-S-50MM-NEG-O3D,0.00023930451065069992,0.00023930422593285272,2.847178471991358e-10,1.0000011897735868,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,open3d,0.05,1,CP-W_TEST_01_Q03-W-50MM-POS-O3D,CP-W_TEST_01_Q03-S-50MM-POS-O3D,0.00023954862474314555,0.0002393042217187668,2.4440302437875555e-07,1.0010213067810645,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,pcl,0.01,-1,CP-W_TEST_01_Q03-W-10MM-NEG-PCL,CP-W_TEST_01_Q03-S-10MM-NEG-PCL,0.00022033555752032808,0.0002201047595497262,2.3079797060188427e-07,1.0010485823708404,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,pcl,0.01,1,CP-W_TEST_01_Q03-W-10MM-POS-PCL,CP-W_TEST_01_Q03-S-10MM-POS-PCL,0.0002599844278532691,0.00022526633323110298,3.47180946221661e-05,1.1541202101716126,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,pcl,0.03,-1,CP-W_TEST_01_Q03-W-30MM-NEG-PCL,CP-W_TEST_01_Q03-S-30MM-NEG-PCL,0.00022036902132312007,0.00022026553511433108,1.034862087889916e-07,1.0004698247900439,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,pcl,0.03,1,CP-W_TEST_01_Q03-W-30MM-POS-PCL,CP-W_TEST_01_Q03-S-30MM-POS-PCL,0.00025919558775364733,0.00022007515351723375,3.912043423641358e-05,1.1777594317722473,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,pcl,0.05,-1,CP-W_TEST_01_Q03-W-50MM-NEG-PCL,CP-W_TEST_01_Q03-S-50MM-NEG-PCL,0.00021892865897402535,0.00026006322726441746,-4.113456829039211e-05,0.8418285863669267,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
W_TEST_01,Weak,W_TEST_01_Q03,pcl,0.05,1,CP-W_TEST_01_Q03-W-50MM-POS-PCL,CP-W_TEST_01_Q03-S-50MM-POS-PCL,0.00026012623323819184,0.00022500009429861405,3.5126138939577795e-05,1.1561161076357565,true,true,true,true,false,false,true,true,ASSUMED_METERS_FROM_SCALE
