execution_index,run_id,scene_id,scene_class,snapshot_id,backend,direction_class,direction_source,direction_vector_x,direction_vector_y,direction_vector_z,perturbation_sign,perturbation_magnitude_m,perturbation_vector_x_m,perturbation_vector_y_m,perturbation_vector_z_m,Delta_T,T_star,T_initial
230,CP-R_TEST_01_Q10-S-10MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q10,pcl,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,1,0.01,0.0009937608331022003,0.009942821441896059,-0.000390821162635851,"[[1.0,0.0,0.0,0.0009937608331022003],[0.0,1.0,0.0,0.009942821441896059],[0.0,0.0,1.0,-0.000390821162635851],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0009937608331022003],[0.0,1.0,0.0,0.009942821441896059],[0.0,0.0,1.0,-0.000390821162635851],[0.0,0.0,0.0,1.0]]"
231,CP-R_TEST_01_Q10-S-10MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q10,open3d,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,-1,0.01,-0.0009937608331022003,-0.009942821441896059,0.000390821162635851,"[[1.0,0.0,0.0,-0.0009937608331022003],[0.0,1.0,0.0,-0.009942821441896059],[0.0,0.0,1.0,0.000390821162635851],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0009937608331022003],[0.0,1.0,0.0,-0.009942821441896059],[0.0,0.0,1.0,0.000390821162635851],[0.0,0.0,0.0,1.0]]"
232,CP-R_TEST_01_Q10-S-10MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q10,pcl,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,-1,0.01,-0.0009937608331022003,-0.009942821441896059,0.000390821162635851,"[[1.0,0.0,0.0,-0.0009937608331022003],[0.0,1.0,0.0,-0.009942821441896059],[0.0,0.0,1.0,0.000390821162635851],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0009937608331022003],[0.0,1.0,0.0,-0.009942821441896059],[0.0,0.0,1.0,0.000390821162635851],[0.0,0.0,0.0,1.0]]"
233,CP-R_TEST_01_Q10-S-30MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q10,open3d,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,1,0.03,0.002981282499306601,0.029828464325688173,-0.001172463487907553,"[[1.0,0.0,0.0,0.002981282499306601],[0.0,1.0,0.0,0.029828464325688173],[0.0,0.0,1.0,-0.001172463487907553],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.002981282499306601],[0.0,1.0,0.0,0.029828464325688173],[0.0,0.0,1.0,-0.001172463487907553],[0.0,0.0,0.0,1.0]]"
234,CP-R_TEST_01_Q10-S-30MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q10,pcl,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,1,0.03,0.002981282499306601,0.029828464325688173,-0.001172463487907553,"[[1.0,0.0,0.0,0.002981282499306601],[0.0,1.0,0.0,0.029828464325688173],[0.0,0.0,1.0,-0.001172463487907553],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.002981282499306601],[0.0,1.0,0.0,0.029828464325688173],[0.0,0.0,1.0,-0.001172463487907553],[0.0,0.0,0.0,1.0]]"
235,CP-R_TEST_01_Q10-S-30MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q10,open3d,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,-1,0.03,-0.002981282499306601,-0.029828464325688173,0.001172463487907553,"[[1.0,0.0,0.0,-0.002981282499306601],[0.0,1.0,0.0,-0.029828464325688173],[0.0,0.0,1.0,0.001172463487907553],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.002981282499306601],[0.0,1.0,0.0,-0.029828464325688173],[0.0,0.0,1.0,0.001172463487907553],[0.0,0.0,0.0,1.0]]"
236,CP-R_TEST_01_Q10-S-30MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q10,pcl,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,-1,0.03,-0.002981282499306601,-0.029828464325688173,0.001172463487907553,"[[1.0,0.0,0.0,-0.002981282499306601],[0.0,1.0,0.0,-0.029828464325688173],[0.0,0.0,1.0,0.001172463487907553],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.002981282499306601],[0.0,1.0,0.0,-0.029828464325688173],[0.0,0.0,1.0,0.001172463487907553],[0.0,0.0,0.0,1.0]]"
237,CP-R_TEST_01_Q10-S-50MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q10,open3d,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,1,0.05,0.004968804165511002,0.049714107209480295,-0.001954105813179255,"[[1.0,0.0,0.0,0.004968804165511002],[0.0,1.0,0.0,0.049714107209480295],[0.0,0.0,1.0,-0.001954105813179255],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.004968804165511002],[0.0,1.0,0.0,0.049714107209480295],[0.0,0.0,1.0,-0.001954105813179255],[0.0,0.0,0.0,1.0]]"
238,CP-R_TEST_01_Q10-S-50MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q10,pcl,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,1,0.05,0.004968804165511002,0.049714107209480295,-0.001954105813179255,"[[1.0,0.0,0.0,0.004968804165511002],[0.0,1.0,0.0,0.049714107209480295],[0.0,0.0,1.0,-0.001954105813179255],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.004968804165511002],[0.0,1.0,0.0,0.049714107209480295],[0.0,0.0,1.0,-0.001954105813179255],[0.0,0.0,0.0,1.0]]"
239,CP-R_TEST_01_Q10-S-50MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q10,open3d,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,-1,0.05,-0.004968804165511002,-0.049714107209480295,0.001954105813179255,"[[1.0,0.0,0.0,-0.004968804165511002],[0.0,1.0,0.0,-0.049714107209480295],[0.0,0.0,1.0,0.001954105813179255],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.004968804165511002],[0.0,1.0,0.0,-0.049714107209480295],[0.0,0.0,1.0,0.001954105813179255],[0.0,0.0,0.0,1.0]]"
240,CP-R_TEST_01_Q10-S-50MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q10,pcl,strong,lambda_max,0.09937608331022003,0.9942821441896058,-0.0390821162635851,-1,0.05,-0.004968804165511002,-0.049714107209480295,0.001954105813179255,"[[1.0,0.0,0.0,-0.004968804165511002],[0.0,1.0,0.0,-0.049714107209480295],[0.0,0.0,1.0,0.001954105813179255],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.004968804165511002],[0.0,1.0,0.0,-0.049714107209480295],[0.0,0.0,1.0,0.001954105813179255],[0.0,0.0,0.0,1.0]]"
241,CP-W_TEST_01_Q01-W-10MM-POS-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,1,0.01,0.009999001678023372,1.7450294881826284e-05,-0.0001402174386242606,"[[1.0,0.0,0.0,0.009999001678023372],[0.0,1.0,0.0,1.7450294881826284e-05],[0.0,0.0,1.0,-0.0001402174386242606],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.009999001678023372],[0.0,1.0,0.0,1.7450294881826284e-05],[0.0,0.0,1.0,-0.0001402174386242606],[0.0,0.0,0.0,1.0]]"
242,CP-W_TEST_01_Q01-W-10MM-POS-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,1,0.01,0.009999001678023372,1.7450294881826284e-05,-0.0001402174386242606,"[[1.0,0.0,0.0,0.009999001678023372],[0.0,1.0,0.0,1.7450294881826284e-05],[0.0,0.0,1.0,-0.0001402174386242606],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.009999001678023372],[0.0,1.0,0.0,1.7450294881826284e-05],[0.0,0.0,1.0,-0.0001402174386242606],[0.0,0.0,0.0,1.0]]"
243,CP-W_TEST_01_Q01-W-10MM-NEG-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,-1,0.01,-0.009999001678023372,-1.7450294881826284e-05,0.0001402174386242606,"[[1.0,0.0,0.0,-0.009999001678023372],[0.0,1.0,0.0,-1.7450294881826284e-05],[0.0,0.0,1.0,0.0001402174386242606],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.009999001678023372],[0.0,1.0,0.0,-1.7450294881826284e-05],[0.0,0.0,1.0,0.0001402174386242606],[0.0,0.0,0.0,1.0]]"
244,CP-W_TEST_01_Q01-W-10MM-NEG-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,-1,0.01,-0.009999001678023372,-1.7450294881826284e-05,0.0001402174386242606,"[[1.0,0.0,0.0,-0.009999001678023372],[0.0,1.0,0.0,-1.7450294881826284e-05],[0.0,0.0,1.0,0.0001402174386242606],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.009999001678023372],[0.0,1.0,0.0,-1.7450294881826284e-05],[0.0,0.0,1.0,0.0001402174386242606],[0.0,0.0,0.0,1.0]]"
245,CP-W_TEST_01_Q01-W-30MM-POS-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,1,0.03,0.029997005034070115,5.235088464547885e-05,-0.00042065231587278174,"[[1.0,0.0,0.0,0.029997005034070115],[0.0,1.0,0.0,5.235088464547885e-05],[0.0,0.0,1.0,-0.00042065231587278174],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.029997005034070115],[0.0,1.0,0.0,5.235088464547885e-05],[0.0,0.0,1.0,-0.00042065231587278174],[0.0,0.0,0.0,1.0]]"
246,CP-W_TEST_01_Q01-W-30MM-POS-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,1,0.03,0.029997005034070115,5.235088464547885e-05,-0.00042065231587278174,"[[1.0,0.0,0.0,0.029997005034070115],[0.0,1.0,0.0,5.235088464547885e-05],[0.0,0.0,1.0,-0.00042065231587278174],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.029997005034070115],[0.0,1.0,0.0,5.235088464547885e-05],[0.0,0.0,1.0,-0.00042065231587278174],[0.0,0.0,0.0,1.0]]"
247,CP-W_TEST_01_Q01-W-30MM-NEG-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,-1,0.03,-0.029997005034070115,-5.235088464547885e-05,0.00042065231587278174,"[[1.0,0.0,0.0,-0.029997005034070115],[0.0,1.0,0.0,-5.235088464547885e-05],[0.0,0.0,1.0,0.00042065231587278174],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.029997005034070115],[0.0,1.0,0.0,-5.235088464547885e-05],[0.0,0.0,1.0,0.00042065231587278174],[0.0,0.0,0.0,1.0]]"
248,CP-W_TEST_01_Q01-W-30MM-NEG-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,-1,0.03,-0.029997005034070115,-5.235088464547885e-05,0.00042065231587278174,"[[1.0,0.0,0.0,-0.029997005034070115],[0.0,1.0,0.0,-5.235088464547885e-05],[0.0,0.0,1.0,0.00042065231587278174],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.029997005034070115],[0.0,1.0,0.0,-5.235088464547885e-05],[0.0,0.0,1.0,0.00042065231587278174],[0.0,0.0,0.0,1.0]]"
249,CP-W_TEST_01_Q01-W-50MM-POS-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,1,0.05,0.04999500839011686,8.725147440913143e-05,-0.000701087193121303,"[[1.0,0.0,0.0,0.04999500839011686],[0.0,1.0,0.0,8.725147440913143e-05],[0.0,0.0,1.0,-0.000701087193121303],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.04999500839011686],[0.0,1.0,0.0,8.725147440913143e-05],[0.0,0.0,1.0,-0.000701087193121303],[0.0,0.0,0.0,1.0]]"
250,CP-W_TEST_01_Q01-W-50MM-POS-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,1,0.05,0.04999500839011686,8.725147440913143e-05,-0.000701087193121303,"[[1.0,0.0,0.0,0.04999500839011686],[0.0,1.0,0.0,8.725147440913143e-05],[0.0,0.0,1.0,-0.000701087193121303],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.04999500839011686],[0.0,1.0,0.0,8.725147440913143e-05],[0.0,0.0,1.0,-0.000701087193121303],[0.0,0.0,0.0,1.0]]"
251,CP-W_TEST_01_Q01-W-50MM-NEG-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,-1,0.05,-0.04999500839011686,-8.725147440913143e-05,0.000701087193121303,"[[1.0,0.0,0.0,-0.04999500839011686],[0.0,1.0,0.0,-8.725147440913143e-05],[0.0,0.0,1.0,0.000701087193121303],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.04999500839011686],[0.0,1.0,0.0,-8.725147440913143e-05],[0.0,0.0,1.0,0.000701087193121303],[0.0,0.0,0.0,1.0]]"
252,CP-W_TEST_01_Q01-W-50MM-NEG-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,weak,lambda_min,0.9999001678023371,0.0017450294881826284,-0.014021743862426059,-1,0.05,-0.04999500839011686,-8.725147440913143e-05,0.000701087193121303,"[[1.0,0.0,0.0,-0.04999500839011686],[0.0,1.0,0.0,-8.725147440913143e-05],[0.0,0.0,1.0,0.000701087193121303],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.04999500839011686],[0.0,1.0,0.0,-8.725147440913143e-05],[0.0,0.0,1.0,0.000701087193121303],[0.0,0.0,0.0,1.0]]"
253,CP-W_TEST_01_Q01-S-10MM-POS-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,1,0.01,-2.1562425808952196e-05,0.009995664172670695,-0.0002936542337183568,"[[1.0,0.0,0.0,-2.1562425808952196e-05],[0.0,1.0,0.0,0.009995664172670695],[0.0,0.0,1.0,-0.0002936542337183568],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-2.1562425808952196e-05],[0.0,1.0,0.0,0.009995664172670695],[0.0,0.0,1.0,-0.0002936542337183568],[0.0,0.0,0.0,1.0]]"
254,CP-W_TEST_01_Q01-S-10MM-POS-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,1,0.01,-2.1562425808952196e-05,0.009995664172670695,-0.0002936542337183568,"[[1.0,0.0,0.0,-2.1562425808952196e-05],[0.0,1.0,0.0,0.009995664172670695],[0.0,0.0,1.0,-0.0002936542337183568],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-2.1562425808952196e-05],[0.0,1.0,0.0,0.009995664172670695],[0.0,0.0,1.0,-0.0002936542337183568],[0.0,0.0,0.0,1.0]]"
255,CP-W_TEST_01_Q01-S-10MM-NEG-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,-1,0.01,2.1562425808952196e-05,-0.009995664172670695,0.0002936542337183568,"[[1.0,0.0,0.0,2.1562425808952196e-05],[0.0,1.0,0.0,-0.009995664172670695],[0.0,0.0,1.0,0.0002936542337183568],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,2.1562425808952196e-05],[0.0,1.0,0.0,-0.009995664172670695],[0.0,0.0,1.0,0.0002936542337183568],[0.0,0.0,0.0,1.0]]"
256,CP-W_TEST_01_Q01-S-10MM-NEG-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,-1,0.01,2.1562425808952196e-05,-0.009995664172670695,0.0002936542337183568,"[[1.0,0.0,0.0,2.1562425808952196e-05],[0.0,1.0,0.0,-0.009995664172670695],[0.0,0.0,1.0,0.0002936542337183568],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,2.1562425808952196e-05],[0.0,1.0,0.0,-0.009995664172670695],[0.0,0.0,1.0,0.0002936542337183568],[0.0,0.0,0.0,1.0]]"
257,CP-W_TEST_01_Q01-S-30MM-POS-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,1,0.03,-6.468727742685658e-05,0.029986992518012085,-0.0008809627011550703,"[[1.0,0.0,0.0,-6.468727742685658e-05],[0.0,1.0,0.0,0.029986992518012085],[0.0,0.0,1.0,-0.0008809627011550703],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-6.468727742685658e-05],[0.0,1.0,0.0,0.029986992518012085],[0.0,0.0,1.0,-0.0008809627011550703],[0.0,0.0,0.0,1.0]]"
258,CP-W_TEST_01_Q01-S-30MM-POS-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,1,0.03,-6.468727742685658e-05,0.029986992518012085,-0.0008809627011550703,"[[1.0,0.0,0.0,-6.468727742685658e-05],[0.0,1.0,0.0,0.029986992518012085],[0.0,0.0,1.0,-0.0008809627011550703],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-6.468727742685658e-05],[0.0,1.0,0.0,0.029986992518012085],[0.0,0.0,1.0,-0.0008809627011550703],[0.0,0.0,0.0,1.0]]"
259,CP-W_TEST_01_Q01-S-30MM-NEG-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,-1,0.03,6.468727742685658e-05,-0.029986992518012085,0.0008809627011550703,"[[1.0,0.0,0.0,6.468727742685658e-05],[0.0,1.0,0.0,-0.029986992518012085],[0.0,0.0,1.0,0.0008809627011550703],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,6.468727742685658e-05],[0.0,1.0,0.0,-0.029986992518012085],[0.0,0.0,1.0,0.0008809627011550703],[0.0,0.0,0.0,1.0]]"
260,CP-W_TEST_01_Q01-S-30MM-NEG-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,-1,0.03,6.468727742685658e-05,-0.029986992518012085,0.0008809627011550703,"[[1.0,0.0,0.0,6.468727742685658e-05],[0.0,1.0,0.0,-0.029986992518012085],[0.0,0.0,1.0,0.0008809627011550703],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,6.468727742685658e-05],[0.0,1.0,0.0,-0.029986992518012085],[0.0,0.0,1.0,0.0008809627011550703],[0.0,0.0,0.0,1.0]]"
261,CP-W_TEST_01_Q01-S-50MM-POS-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,1,0.05,-0.00010781212904476098,0.04997832086335348,-0.001468271168591784,"[[1.0,0.0,0.0,-0.00010781212904476098],[0.0,1.0,0.0,0.04997832086335348],[0.0,0.0,1.0,-0.001468271168591784],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.00010781212904476098],[0.0,1.0,0.0,0.04997832086335348],[0.0,0.0,1.0,-0.001468271168591784],[0.0,0.0,0.0,1.0]]"
262,CP-W_TEST_01_Q01-S-50MM-POS-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,1,0.05,-0.00010781212904476098,0.04997832086335348,-0.001468271168591784,"[[1.0,0.0,0.0,-0.00010781212904476098],[0.0,1.0,0.0,0.04997832086335348],[0.0,0.0,1.0,-0.001468271168591784],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.00010781212904476098],[0.0,1.0,0.0,0.04997832086335348],[0.0,0.0,1.0,-0.001468271168591784],[0.0,0.0,0.0,1.0]]"
263,CP-W_TEST_01_Q01-S-50MM-NEG-O3D,W_TEST_01,Weak,W_TEST_01_Q01,open3d,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,-1,0.05,0.00010781212904476098,-0.04997832086335348,0.001468271168591784,"[[1.0,0.0,0.0,0.00010781212904476098],[0.0,1.0,0.0,-0.04997832086335348],[0.0,0.0,1.0,0.001468271168591784],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.00010781212904476098],[0.0,1.0,0.0,-0.04997832086335348],[0.0,0.0,1.0,0.001468271168591784],[0.0,0.0,0.0,1.0]]"
264,CP-W_TEST_01_Q01-S-50MM-NEG-PCL,W_TEST_01,Weak,W_TEST_01_Q01,pcl,strong,lambda_max,-0.0021562425808952196,0.9995664172670695,-0.02936542337183568,-1,0.05,0.00010781212904476098,-0.04997832086335348,0.001468271168591784,"[[1.0,0.0,0.0,0.00010781212904476098],[0.0,1.0,0.0,-0.04997832086335348],[0.0,0.0,1.0,0.001468271168591784],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.00010781212904476098],[0.0,1.0,0.0,-0.04997832086335348],[0.0,0.0,1.0,0.001468271168591784],[0.0,0.0,0.0,1.0]]"
