execution_index,run_id,scene_id,scene_class,snapshot_id,backend,direction_class,direction_source,direction_vector_x,direction_vector_y,direction_vector_z,perturbation_sign,perturbation_magnitude_m,perturbation_vector_x_m,perturbation_vector_y_m,perturbation_vector_z_m,Delta_T,T_star,T_initial
135,CP-R_TEST_01_Q06-S-10MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q06,open3d,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,-1,0.01,-0.0008968958621128309,-0.009948950517034413,0.0004625596416956401,"[[1.0,0.0,0.0,-0.0008968958621128309],[0.0,1.0,0.0,-0.009948950517034413],[0.0,0.0,1.0,0.0004625596416956401],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0008968958621128309],[0.0,1.0,0.0,-0.009948950517034413],[0.0,0.0,1.0,0.0004625596416956401],[0.0,0.0,0.0,1.0]]"
136,CP-R_TEST_01_Q06-S-10MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q06,pcl,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,-1,0.01,-0.0008968958621128309,-0.009948950517034413,0.0004625596416956401,"[[1.0,0.0,0.0,-0.0008968958621128309],[0.0,1.0,0.0,-0.009948950517034413],[0.0,0.0,1.0,0.0004625596416956401],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0008968958621128309],[0.0,1.0,0.0,-0.009948950517034413],[0.0,0.0,1.0,0.0004625596416956401],[0.0,0.0,0.0,1.0]]"
137,CP-R_TEST_01_Q06-S-30MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q06,open3d,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,1,0.03,0.0026906875863384927,0.029846851551103237,-0.0013876789250869203,"[[1.0,0.0,0.0,0.0026906875863384927],[0.0,1.0,0.0,0.029846851551103237],[0.0,0.0,1.0,-0.0013876789250869203],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0026906875863384927],[0.0,1.0,0.0,0.029846851551103237],[0.0,0.0,1.0,-0.0013876789250869203],[0.0,0.0,0.0,1.0]]"
138,CP-R_TEST_01_Q06-S-30MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q06,pcl,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,1,0.03,0.0026906875863384927,0.029846851551103237,-0.0013876789250869203,"[[1.0,0.0,0.0,0.0026906875863384927],[0.0,1.0,0.0,0.029846851551103237],[0.0,0.0,1.0,-0.0013876789250869203],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0026906875863384927],[0.0,1.0,0.0,0.029846851551103237],[0.0,0.0,1.0,-0.0013876789250869203],[0.0,0.0,0.0,1.0]]"
139,CP-R_TEST_01_Q06-S-30MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q06,open3d,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,-1,0.03,-0.0026906875863384927,-0.029846851551103237,0.0013876789250869203,"[[1.0,0.0,0.0,-0.0026906875863384927],[0.0,1.0,0.0,-0.029846851551103237],[0.0,0.0,1.0,0.0013876789250869203],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0026906875863384927],[0.0,1.0,0.0,-0.029846851551103237],[0.0,0.0,1.0,0.0013876789250869203],[0.0,0.0,0.0,1.0]]"
140,CP-R_TEST_01_Q06-S-30MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q06,pcl,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,-1,0.03,-0.0026906875863384927,-0.029846851551103237,0.0013876789250869203,"[[1.0,0.0,0.0,-0.0026906875863384927],[0.0,1.0,0.0,-0.029846851551103237],[0.0,0.0,1.0,0.0013876789250869203],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0026906875863384927],[0.0,1.0,0.0,-0.029846851551103237],[0.0,0.0,1.0,0.0013876789250869203],[0.0,0.0,0.0,1.0]]"
141,CP-R_TEST_01_Q06-S-50MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q06,open3d,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,1,0.05,0.004484479310564155,0.04974475258517207,-0.002312798208478201,"[[1.0,0.0,0.0,0.004484479310564155],[0.0,1.0,0.0,0.04974475258517207],[0.0,0.0,1.0,-0.002312798208478201],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.004484479310564155],[0.0,1.0,0.0,0.04974475258517207],[0.0,0.0,1.0,-0.002312798208478201],[0.0,0.0,0.0,1.0]]"
142,CP-R_TEST_01_Q06-S-50MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q06,pcl,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,1,0.05,0.004484479310564155,0.04974475258517207,-0.002312798208478201,"[[1.0,0.0,0.0,0.004484479310564155],[0.0,1.0,0.0,0.04974475258517207],[0.0,0.0,1.0,-0.002312798208478201],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.004484479310564155],[0.0,1.0,0.0,0.04974475258517207],[0.0,0.0,1.0,-0.002312798208478201],[0.0,0.0,0.0,1.0]]"
143,CP-R_TEST_01_Q06-S-50MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q06,open3d,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,-1,0.05,-0.004484479310564155,-0.04974475258517207,0.002312798208478201,"[[1.0,0.0,0.0,-0.004484479310564155],[0.0,1.0,0.0,-0.04974475258517207],[0.0,0.0,1.0,0.002312798208478201],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.004484479310564155],[0.0,1.0,0.0,-0.04974475258517207],[0.0,0.0,1.0,0.002312798208478201],[0.0,0.0,0.0,1.0]]"
144,CP-R_TEST_01_Q06-S-50MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q06,pcl,strong,lambda_max,0.08968958621128309,0.9948950517034413,-0.04625596416956401,-1,0.05,-0.004484479310564155,-0.04974475258517207,0.002312798208478201,"[[1.0,0.0,0.0,-0.004484479310564155],[0.0,1.0,0.0,-0.04974475258517207],[0.0,0.0,1.0,0.002312798208478201],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.004484479310564155],[0.0,1.0,0.0,-0.04974475258517207],[0.0,0.0,1.0,0.002312798208478201],[0.0,0.0,0.0,1.0]]"
145,CP-R_TEST_01_Q07-W-10MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,1,0.01,0.009937885387369252,-0.0010132452642347951,-0.0004601826398490893,"[[1.0,0.0,0.0,0.009937885387369252],[0.0,1.0,0.0,-0.0010132452642347951],[0.0,0.0,1.0,-0.0004601826398490893],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.009937885387369252],[0.0,1.0,0.0,-0.0010132452642347951],[0.0,0.0,1.0,-0.0004601826398490893],[0.0,0.0,0.0,1.0]]"
146,CP-R_TEST_01_Q07-W-10MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,1,0.01,0.009937885387369252,-0.0010132452642347951,-0.0004601826398490893,"[[1.0,0.0,0.0,0.009937885387369252],[0.0,1.0,0.0,-0.0010132452642347951],[0.0,0.0,1.0,-0.0004601826398490893],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.009937885387369252],[0.0,1.0,0.0,-0.0010132452642347951],[0.0,0.0,1.0,-0.0004601826398490893],[0.0,0.0,0.0,1.0]]"
147,CP-R_TEST_01_Q07-W-10MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,-1,0.01,-0.009937885387369252,0.0010132452642347951,0.0004601826398490893,"[[1.0,0.0,0.0,-0.009937885387369252],[0.0,1.0,0.0,0.0010132452642347951],[0.0,0.0,1.0,0.0004601826398490893],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.009937885387369252],[0.0,1.0,0.0,0.0010132452642347951],[0.0,0.0,1.0,0.0004601826398490893],[0.0,0.0,0.0,1.0]]"
148,CP-R_TEST_01_Q07-W-10MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,-1,0.01,-0.009937885387369252,0.0010132452642347951,0.0004601826398490893,"[[1.0,0.0,0.0,-0.009937885387369252],[0.0,1.0,0.0,0.0010132452642347951],[0.0,0.0,1.0,0.0004601826398490893],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.009937885387369252],[0.0,1.0,0.0,0.0010132452642347951],[0.0,0.0,1.0,0.0004601826398490893],[0.0,0.0,0.0,1.0]]"
149,CP-R_TEST_01_Q07-W-30MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,1,0.03,0.02981365616210775,-0.003039735792704385,-0.0013805479195472677,"[[1.0,0.0,0.0,0.02981365616210775],[0.0,1.0,0.0,-0.003039735792704385],[0.0,0.0,1.0,-0.0013805479195472677],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.02981365616210775],[0.0,1.0,0.0,-0.003039735792704385],[0.0,0.0,1.0,-0.0013805479195472677],[0.0,0.0,0.0,1.0]]"
150,CP-R_TEST_01_Q07-W-30MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,1,0.03,0.02981365616210775,-0.003039735792704385,-0.0013805479195472677,"[[1.0,0.0,0.0,0.02981365616210775],[0.0,1.0,0.0,-0.003039735792704385],[0.0,0.0,1.0,-0.0013805479195472677],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.02981365616210775],[0.0,1.0,0.0,-0.003039735792704385],[0.0,0.0,1.0,-0.0013805479195472677],[0.0,0.0,0.0,1.0]]"
151,CP-R_TEST_01_Q07-W-30MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,-1,0.03,-0.02981365616210775,0.003039735792704385,0.0013805479195472677,"[[1.0,0.0,0.0,-0.02981365616210775],[0.0,1.0,0.0,0.003039735792704385],[0.0,0.0,1.0,0.0013805479195472677],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.02981365616210775],[0.0,1.0,0.0,0.003039735792704385],[0.0,0.0,1.0,0.0013805479195472677],[0.0,0.0,0.0,1.0]]"
152,CP-R_TEST_01_Q07-W-30MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,-1,0.03,-0.02981365616210775,0.003039735792704385,0.0013805479195472677,"[[1.0,0.0,0.0,-0.02981365616210775],[0.0,1.0,0.0,0.003039735792704385],[0.0,0.0,1.0,0.0013805479195472677],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.02981365616210775],[0.0,1.0,0.0,0.003039735792704385],[0.0,0.0,1.0,0.0013805479195472677],[0.0,0.0,0.0,1.0]]"
153,CP-R_TEST_01_Q07-W-50MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,1,0.05,0.049689426936846255,-0.005066226321173976,-0.0023009131992454464,"[[1.0,0.0,0.0,0.049689426936846255],[0.0,1.0,0.0,-0.005066226321173976],[0.0,0.0,1.0,-0.0023009131992454464],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.049689426936846255],[0.0,1.0,0.0,-0.005066226321173976],[0.0,0.0,1.0,-0.0023009131992454464],[0.0,0.0,0.0,1.0]]"
154,CP-R_TEST_01_Q07-W-50MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,1,0.05,0.049689426936846255,-0.005066226321173976,-0.0023009131992454464,"[[1.0,0.0,0.0,0.049689426936846255],[0.0,1.0,0.0,-0.005066226321173976],[0.0,0.0,1.0,-0.0023009131992454464],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.049689426936846255],[0.0,1.0,0.0,-0.005066226321173976],[0.0,0.0,1.0,-0.0023009131992454464],[0.0,0.0,0.0,1.0]]"
155,CP-R_TEST_01_Q07-W-50MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,-1,0.05,-0.049689426936846255,0.005066226321173976,0.0023009131992454464,"[[1.0,0.0,0.0,-0.049689426936846255],[0.0,1.0,0.0,0.005066226321173976],[0.0,0.0,1.0,0.0023009131992454464],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.049689426936846255],[0.0,1.0,0.0,0.005066226321173976],[0.0,0.0,1.0,0.0023009131992454464],[0.0,0.0,0.0,1.0]]"
156,CP-R_TEST_01_Q07-W-50MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,weak,lambda_min,0.9937885387369251,-0.10132452642347951,-0.04601826398490893,-1,0.05,-0.049689426936846255,0.005066226321173976,0.0023009131992454464,"[[1.0,0.0,0.0,-0.049689426936846255],[0.0,1.0,0.0,0.005066226321173976],[0.0,0.0,1.0,0.0023009131992454464],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.049689426936846255],[0.0,1.0,0.0,0.005066226321173976],[0.0,0.0,1.0,0.0023009131992454464],[0.0,0.0,0.0,1.0]]"
157,CP-R_TEST_01_Q07-S-10MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,1,0.01,0.0009881895080197701,0.009936498213611797,-0.0005380378677465334,"[[1.0,0.0,0.0,0.0009881895080197701],[0.0,1.0,0.0,0.009936498213611797],[0.0,0.0,1.0,-0.0005380378677465334],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0009881895080197701],[0.0,1.0,0.0,0.009936498213611797],[0.0,0.0,1.0,-0.0005380378677465334],[0.0,0.0,0.0,1.0]]"
158,CP-R_TEST_01_Q07-S-10MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,1,0.01,0.0009881895080197701,0.009936498213611797,-0.0005380378677465334,"[[1.0,0.0,0.0,0.0009881895080197701],[0.0,1.0,0.0,0.009936498213611797],[0.0,0.0,1.0,-0.0005380378677465334],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0009881895080197701],[0.0,1.0,0.0,0.009936498213611797],[0.0,0.0,1.0,-0.0005380378677465334],[0.0,0.0,0.0,1.0]]"
159,CP-R_TEST_01_Q07-S-10MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,-1,0.01,-0.0009881895080197701,-0.009936498213611797,0.0005380378677465334,"[[1.0,0.0,0.0,-0.0009881895080197701],[0.0,1.0,0.0,-0.009936498213611797],[0.0,0.0,1.0,0.0005380378677465334],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0009881895080197701],[0.0,1.0,0.0,-0.009936498213611797],[0.0,0.0,1.0,0.0005380378677465334],[0.0,0.0,0.0,1.0]]"
160,CP-R_TEST_01_Q07-S-10MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,-1,0.01,-0.0009881895080197701,-0.009936498213611797,0.0005380378677465334,"[[1.0,0.0,0.0,-0.0009881895080197701],[0.0,1.0,0.0,-0.009936498213611797],[0.0,0.0,1.0,0.0005380378677465334],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0009881895080197701],[0.0,1.0,0.0,-0.009936498213611797],[0.0,0.0,1.0,0.0005380378677465334],[0.0,0.0,0.0,1.0]]"
161,CP-R_TEST_01_Q07-S-30MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,1,0.03,0.0029645685240593097,0.029809494640835387,-0.0016141136032396001,"[[1.0,0.0,0.0,0.0029645685240593097],[0.0,1.0,0.0,0.029809494640835387],[0.0,0.0,1.0,-0.0016141136032396001],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0029645685240593097],[0.0,1.0,0.0,0.029809494640835387],[0.0,0.0,1.0,-0.0016141136032396001],[0.0,0.0,0.0,1.0]]"
162,CP-R_TEST_01_Q07-S-30MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,1,0.03,0.0029645685240593097,0.029809494640835387,-0.0016141136032396001,"[[1.0,0.0,0.0,0.0029645685240593097],[0.0,1.0,0.0,0.029809494640835387],[0.0,0.0,1.0,-0.0016141136032396001],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0029645685240593097],[0.0,1.0,0.0,0.029809494640835387],[0.0,0.0,1.0,-0.0016141136032396001],[0.0,0.0,0.0,1.0]]"
163,CP-R_TEST_01_Q07-S-30MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,-1,0.03,-0.0029645685240593097,-0.029809494640835387,0.0016141136032396001,"[[1.0,0.0,0.0,-0.0029645685240593097],[0.0,1.0,0.0,-0.029809494640835387],[0.0,0.0,1.0,0.0016141136032396001],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0029645685240593097],[0.0,1.0,0.0,-0.029809494640835387],[0.0,0.0,1.0,0.0016141136032396001],[0.0,0.0,0.0,1.0]]"
164,CP-R_TEST_01_Q07-S-30MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,-1,0.03,-0.0029645685240593097,-0.029809494640835387,0.0016141136032396001,"[[1.0,0.0,0.0,-0.0029645685240593097],[0.0,1.0,0.0,-0.029809494640835387],[0.0,0.0,1.0,0.0016141136032396001],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.0029645685240593097],[0.0,1.0,0.0,-0.029809494640835387],[0.0,0.0,1.0,0.0016141136032396001],[0.0,0.0,0.0,1.0]]"
165,CP-R_TEST_01_Q07-S-50MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,1,0.05,0.00494094754009885,0.049682491068058984,-0.0026901893387326673,"[[1.0,0.0,0.0,0.00494094754009885],[0.0,1.0,0.0,0.049682491068058984],[0.0,0.0,1.0,-0.0026901893387326673],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.00494094754009885],[0.0,1.0,0.0,0.049682491068058984],[0.0,0.0,1.0,-0.0026901893387326673],[0.0,0.0,0.0,1.0]]"
166,CP-R_TEST_01_Q07-S-50MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,1,0.05,0.00494094754009885,0.049682491068058984,-0.0026901893387326673,"[[1.0,0.0,0.0,0.00494094754009885],[0.0,1.0,0.0,0.049682491068058984],[0.0,0.0,1.0,-0.0026901893387326673],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.00494094754009885],[0.0,1.0,0.0,0.049682491068058984],[0.0,0.0,1.0,-0.0026901893387326673],[0.0,0.0,0.0,1.0]]"
167,CP-R_TEST_01_Q07-S-50MM-NEG-O3D,R_TEST_01,Rich,R_TEST_01_Q07,open3d,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,-1,0.05,-0.00494094754009885,-0.049682491068058984,0.0026901893387326673,"[[1.0,0.0,0.0,-0.00494094754009885],[0.0,1.0,0.0,-0.049682491068058984],[0.0,0.0,1.0,0.0026901893387326673],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.00494094754009885],[0.0,1.0,0.0,-0.049682491068058984],[0.0,0.0,1.0,0.0026901893387326673],[0.0,0.0,0.0,1.0]]"
168,CP-R_TEST_01_Q07-S-50MM-NEG-PCL,R_TEST_01,Rich,R_TEST_01_Q07,pcl,strong,lambda_max,0.09881895080197699,0.9936498213611795,-0.053803786774653334,-1,0.05,-0.00494094754009885,-0.049682491068058984,0.0026901893387326673,"[[1.0,0.0,0.0,-0.00494094754009885],[0.0,1.0,0.0,-0.049682491068058984],[0.0,0.0,1.0,0.0026901893387326673],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,-0.00494094754009885],[0.0,1.0,0.0,-0.049682491068058984],[0.0,0.0,1.0,0.0026901893387326673],[0.0,0.0,0.0,1.0]]"
169,CP-R_TEST_01_Q08-W-10MM-POS-O3D,R_TEST_01,Rich,R_TEST_01_Q08,open3d,weak,lambda_min,0.994263151840545,-0.09365520334831545,-0.05166708602090044,1,0.01,0.009942631518405451,-0.0009365520334831545,-0.0005166708602090044,"[[1.0,0.0,0.0,0.009942631518405451],[0.0,1.0,0.0,-0.0009365520334831545],[0.0,0.0,1.0,-0.0005166708602090044],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.009942631518405451],[0.0,1.0,0.0,-0.0009365520334831545],[0.0,0.0,1.0,-0.0005166708602090044],[0.0,0.0,0.0,1.0]]"
170,CP-R_TEST_01_Q08-W-10MM-POS-PCL,R_TEST_01,Rich,R_TEST_01_Q08,pcl,weak,lambda_min,0.994263151840545,-0.09365520334831545,-0.05166708602090044,1,0.01,0.009942631518405451,-0.0009365520334831545,-0.0005166708602090044,"[[1.0,0.0,0.0,0.009942631518405451],[0.0,1.0,0.0,-0.0009365520334831545],[0.0,0.0,1.0,-0.0005166708602090044],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[1.0,0.0,0.0,0.009942631518405451],[0.0,1.0,0.0,-0.0009365520334831545],[0.0,0.0,1.0,-0.0005166708602090044],[0.0,0.0,0.0,1.0]]"
