backend,backend_label,scene_id,scene_label,geometry_group,translation_scene_median_mm,group_median_marker,observed_weak_minus_rich_mm,exact_one_sided_p,source_path,source_sha256
OPEN3D_POINT_TO_PLANE,Open3D,FMB1_R01,R01,Rich,0.545893126506504,True,-0.0263477817580885,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,Open3D,FMB1_R02,R02,Rich,0.371612171039911,False,-0.0263477817580885,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,Open3D,FMB1_R03,R03,Rich,0.63265644328679,False,-0.0263477817580885,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,Open3D,FMB1_W01,W01,Weak,0.475640605584782,False,-0.0263477817580885,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,Open3D,FMB1_W02,W02,Weak,0.519545344748416,True,-0.0263477817580885,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,Open3D,FMB1_W03,W03,Weak,0.657337102785455,False,-0.0263477817580885,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,PCL,FMB1_R01,R01,Rich,0.514950034147303,True,-0.0109154945469049,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,PCL,FMB1_R02,R02,Rich,0.381132152794795,False,-0.0109154945469049,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,PCL,FMB1_R03,R03,Rich,0.626118509972923,False,-0.0109154945469049,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,PCL,FMB1_W01,W01,Weak,0.461941019911616,False,-0.0109154945469049,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,PCL,FMB1_W02,W02,Weak,0.504034539600399,True,-0.0109154945469049,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,PCL,FMB1_W03,W03,Weak,0.68199058857914,False,-0.0109154945469049,0.7,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/translation_scene_summaries.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,888fb5f8d336b1cb62f0671a9f18ca73e178663c88ea69c48838f536094bd532;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
