scene_id,station_id,selection_index,snapshot_id,attempt,normalized_lambda_min_trans,condition_number_trans,spectral_entropy_trans,scene_label,geometry_group,scene_median_normalized_lambda_min_trans,scene_median_condition_number_trans,scene_median_spectral_entropy_trans,source_path,source_sha256
FMB1_R01,S01,0,FMB1_R01_S01_Q01,1,0.243307593474101,2.00996790134341,0.952562575839926,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,1,FMB1_R01_S01_Q02,1,0.241617580895822,2.03669296943827,0.950719542363787,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,2,FMB1_R01_S01_Q03,1,0.247400293548945,1.97046362343038,0.953722249273737,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,3,FMB1_R01_S01_Q04,1,0.246020747956348,1.97645181128928,0.954309087919006,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,4,FMB1_R01_S01_Q05,1,0.245089299976537,1.97480907247045,0.955432644377519,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,5,FMB1_R01_S01_Q06,1,0.244604323475733,1.98564350001305,0.954488867864041,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,6,FMB1_R01_S01_Q07,1,0.246503845406602,2.01603047177617,0.94820521025773,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,7,FMB1_R01_S01_Q08,1,0.24612495962019,1.98642404764573,0.952852391487307,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,8,FMB1_R01_S01_Q09,1,0.238340524884996,2.05849888312381,0.95119458496324,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
FMB1_R01,S01,9,FMB1_R01_S01_Q10,1,0.238459367557434,2.05738811054746,0.951219378275962,R01,Rich,0.244846811726135,1.99819597449457,0.952707483663617,results/mid360_formal_batch1/final_dataset_v1/final_geometry_manifest.csv;results/mid360_formal_batch1/final_dataset_v1/final_scene_registry.yaml;results/mid360_formal_batch1/final_dataset_v1/final_dataset_readiness.json,c0a1c8ea9cbb1b28f8ffdc507d7becf8f591ed333d047161168a1a0962a10bd4;54e69717317632cd36422b7316d4288909ade9155386d783d36fcdc5ff2078fe;bf7fa35df2c92816721a686ffa6f9677bd936ba1cb47a329d40d11d76927a1d4
