backend,defined_station_n,scene_id,scene_systematic_fraction,status,scene_label,geometry_group,group_median,weak_minus_rich_difference,source_path,source_sha256
OPEN3D_POINT_TO_PLANE,3,FMB1_R01,0.766566952404525,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,R01,Rich,0.610254963110974,-0.154058605431559,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,3,FMB1_R02,0.419317886637058,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,R02,Rich,0.610254963110974,-0.154058605431559,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,3,FMB1_R03,0.610254963110974,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,R03,Rich,0.610254963110974,-0.154058605431559,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,3,FMB1_W01,0.456196357679414,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,W01,Weak,0.456196357679414,-0.154058605431559,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,3,FMB1_W02,0.619594851875811,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,W02,Weak,0.456196357679414,-0.154058605431559,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
OPEN3D_POINT_TO_PLANE,3,FMB1_W03,0.370070279006122,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,W03,Weak,0.456196357679414,-0.154058605431559,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,3,FMB1_R01,0.787118847753968,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,R01,Rich,0.654213171931304,-0.301378566991775,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,3,FMB1_R02,0.437184188067572,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,R02,Rich,0.654213171931304,-0.301378566991775,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,3,FMB1_R03,0.654213171931304,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,R03,Rich,0.654213171931304,-0.301378566991775,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
PCL_POINT_TO_PLANE,3,FMB1_W01,0.305467138423958,SCENE_SYSTEMATIC_FRACTION_DEFINED_COMPLETE_3_STATIONS,W01,Weak,0.352834604939529,-0.301378566991775,results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/systematic_scene_values.csv;results/mid360_formal_batch1/zero_perturbation_locked_analysis_results_v1/analysis_summary.json,cde079d4f227f2d22c75b57404bfd55a6e88fe209efd87f98992951b46f64a07;b23c303e013ef5194d109b997a35876153140f8ad911dfa5188b6b0d53c1f869
