scene_id,semantic_scene,scene_type,role,bag_path,bag_sha256,message_type,frame_ids,point_fields,frame_index,timestamp,bag_timestamp,inter_frame_interval_seconds,point_count,finite_point_count,nonfinite_point_count,x_min,x_max,y_min,y_max,z_min,z_max,range_min,range_median,range_q95,range_max,point_timestamp_field,point_timestamp_unit_inference,point_timestamp_raw_min,point_timestamp_raw_max,point_timestamp_span_seconds,point_timestamp_nondecreasing,point_timestamp_usable,frame_rate_anomaly,point_count_drop,MID360_TWO_SCENE_PILOT,INDEPENDENT_MAP_QUERY_ACQUISITION,INDEPENDENT_ACQUISITION,SAME_BAG_MAP_QUERY,FORMAL_MEASUREMENT_RESULT,PILOT_NONFORMAL_DO_NOT_CITE,PILOT_ONLY,FORMAL_REAL_DATA,MEASUREMENT_EVIDENCE
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",32,1787056356.0431936,1787056356.1448221,0.0993349552154541,19968,19968,0,-16.523000717163086,19.767000198364258,-14.944999694824219,15.12600040435791,-1.5390000343322754,6.376999855041504,0.0,3.014409642426752,8.15112205313259,25.694285594777053,timestamp,nanoseconds_absolute,1.7870563560431936e+18,1.7870563561434598e+18,0.10026624,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",33,1787056356.1432338,1787056356.2449913,0.10004019737243652,20064,20064,0,-14.95199966430664,21.100000381469727,-12.961000442504883,14.013999938964844,-1.7059999704360962,5.90500020980835,0.0,2.9990901216337997,8.350872577946145,24.821522605750083,timestamp,nanoseconds_absolute,1.7870563561432338e+18,1.7870563562438234e+18,0.100589568,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",34,1787056356.2433774,1787056356.3455303,0.1001436710357666,19776,19776,0,-16.29599952697754,31.3700008392334,-12.218000411987305,16.41699981689453,-1.4579999446868896,7.142000198364258,0.0,3.0310720053298086,8.193475415650244,33.384885070709124,timestamp,nanoseconds_absolute,1.7870563562433774e+18,1.7870563563435302e+18,0.10015283200000001,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",35,1787056356.343124,1787056356.4447563,0.0997464656829834,20256,20256,0,-16.388999938964844,24.25200080871582,-15.489999771118164,17.400999069213867,-1.7059999704360962,7.0960001945495605,0.0,3.015126911500382,7.946652393580459,27.906957423738152,timestamp,nanoseconds_absolute,1.787056356343124e+18,1.787056356443529e+18,0.10040499200000001,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",36,1787056356.443979,1787056356.5447233,0.10085511207580566,19872,19872,0,-16.40999984741211,31.576000213623047,-15.4350004196167,15.067999839782715,-1.6059999465942383,6.328999996185303,0.0,3.010069207326764,8.719315663200517,33.53762531457216,timestamp,nanoseconds_absolute,1.787056356443979e+18,1.787056356543357e+18,0.09937792000000001,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",37,1787056356.5430822,1787056356.64469,0.09910321235656738,20064,20064,0,-16.285999298095703,21.149999618530273,-13.020999908447266,17.285999298095703,-1.722000002861023,7.559000015258789,0.0,3.0100830476515927,7.953650403215654,26.644858754758598,timestamp,nanoseconds_absolute,1.7870563565430822e+18,1.7870563566435604e+18,0.100478208,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",38,1787056356.6433039,1787056356.7446344,0.10022163391113281,19968,19968,0,-12.876999855041504,19.839000701904297,-14.925999641418457,15.402999877929688,-1.6119999885559082,7.080999851226807,0.0,3.002981015255118,8.326162118807996,25.590574664587027,timestamp,nanoseconds_absolute,1.787056356643304e+18,1.7870563567434033e+18,0.100099328,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",39,1787056356.7431786,1787056356.8445902,0.09987473487854004,20064,20064,0,-16.43600082397461,24.06599998474121,-15.460000038146973,15.649999618530273,-1.8300000429153442,6.580999851226807,0.0,3.0278721404969033,8.607887227437798,27.403136029834045,timestamp,nanoseconds_absolute,1.7870563567431785e+18,1.787056356843508e+18,0.100329472,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",40,1787056356.8439267,1787056356.944992,0.10074806213378906,19968,19968,0,-15.180999755859375,19.33300018310547,-14.78499984741211,15.355999946594238,-1.4950000047683716,6.173999786376953,0.0,3.010707577955147,8.58817482020845,23.075667339904236,timestamp,nanoseconds_absolute,1.7870563568439268e+18,1.7870563569434747e+18,0.099547904,false,true,false,false,true,true,true,false,false,true,true,false,false
R_TEST_01,LABORATORY,RICH_CANDIDATE,QUERY,/home/lj/ZPRM/bag/mid360_20260818_203200_part2_15s.bag,3a96dba7563f9742e8fabe5cbc7a90d77991e1d6d25dc024c1c36073af116e73,sensor_msgs/PointCloud2,"[""livox_frame""]","[""x"",""y"",""z"",""intensity"",""tag"",""line"",""timestamp""]",41,1787056356.9432592,1787056357.044432,0.09933257102966309,19968,19968,0,-16.340999603271484,21.87299919128418,-15.005999565124512,17.25200080871582,-1.6649999618530273,7.089000225067139,0.0,3.0168070896243653,8.028554280528983,25.444127668032117,timestamp,nanoseconds_absolute,1.7870563569432591e+18,1.7870563570435057e+18,0.100246528,false,true,false,false,true,true,true,false,false,true,true,false,false
