scene_id,semantic_scene,scene_type,snapshot_id,trial_id,query_id,query_timestamp,backend,source_sha256,source_array_sha256,target_sha256,target_array_sha256,source_point_count,target_point_count,T0,PILOT_ONLY,FORMAL_REAL_DATA,INDEPENDENT_MAP_QUERY_ACQUISITION,MEASUREMENT_EVIDENCE,PILOT_NONFORMAL_DO_NOT_CITE,FORMAL_MEASUREMENT_RESULT,SAME_BAG_MAP_QUERY,INDEPENDENT_ACQUISITION,T_est,Delta_T,translation_x_m,translation_y_m,translation_z_m,translation_norm_m,rotation_angle_rad,rotation_angle_deg,rotation_matrix_quality_pass,rotation_determinant,rotation_orthogonality_defect_fro,solver_success,finite_result,iteration_count,correspondence_count,fitness,inlier_rmse,open3d_version,failure_reason,MID360_TWO_SCENE_PILOT
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q01,W_TEST_01_Q01::open3d_point_to_plane,W_TEST_01_Q01,1787057454.3874817,open3d_point_to_plane,65ebda34614b838d33dd81dc414777206d9f91cef865ef71c6579a880d65a3d5,2ea42e63a9fc6d6d1697c88d02e10e52e26765c2c311ab5381f42d381cfa8692,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15835,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999912246632,0.00011247699043963033,-6.99971444429363e-05,0.0006882981834185535],[-0.00011249405692657172,0.9999999639385113,-0.0002438607459157218,0.00014837449442434898],[6.996971319594807e-05,0.00024386861803851325,0.9999999678161675,-0.00010210008363946498],[0.0,0.0,0.0,1.0]]","[[0.9999999912246632,0.00011247699043963033,-6.99971444429363e-05,0.0006882981834185535],[-0.00011249405692657172,0.9999999639385113,-0.0002438607459157218,0.00014837449442434898],[6.996971319594807e-05,0.00024386861803851325,0.9999999678161675,-0.00010210008363946498],[0.0,0.0,0.0,1.0]]",0.0006882981834185535,0.00014837449442434898,-0.00010210008363946498,0.0007114729840072267,0.00027752595994012954,0.01590106620988618,true,1.0,4.577567153128553e-16,true,true,-1,15835,1.0,0.02066390535438962,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q02,W_TEST_01_Q02::open3d_point_to_plane,W_TEST_01_Q02,1787057455.8877437,open3d_point_to_plane,8b779def96121339250a907c5ae70965e42ad304c216febb720cb2db39ed6650,71c8caafe4cf606b9e0f00d3f17ffb68e76f03f4b262cafcc83daf83531778a8,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15893,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999963869425,6.285942063339488e-05,5.722594168898445e-05,0.000402131538884346],[-6.284545919112197e-05,0.9999999682719525,-0.00024393962805127574,0.0001864966661328785],[-5.724127377700587e-05,0.00024393603077932477,0.9999999686093242,-9.046791415783603e-05],[0.0,0.0,0.0,1.0]]","[[0.9999999963869425,6.285942063339488e-05,5.722594168898445e-05,0.000402131538884346],[-6.284545919112197e-05,0.9999999682719525,-0.00024393962805127574,0.0001864966661328785],[-5.724127377700587e-05,0.00024393603077932477,0.9999999686093242,-9.046791415783603e-05],[0.0,0.0,0.0,1.0]]",0.000402131538884346,0.0001864966661328785,-9.046791415783603e-05,0.00045241046024184744,0.0002583249526494308,0.014800929529729218,true,1.0,2.4825342892046324e-16,true,true,-1,15893,1.0,0.020632666324556594,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q03,W_TEST_01_Q03::open3d_point_to_plane,W_TEST_01_Q03,1787057457.2866461,open3d_point_to_plane,ae96479c693492eb41170dba28a3b9e68bf113cdfee36225f5849e89074ebd6c,3018641fd1cacd76226055574bf0190043dc9768765460fb371aa77e845693d6,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15929,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999829071322,-1.543651444996824e-05,0.00018424833687822004,0.00012398846289016268],[1.5471980322222367e-05,0.9999999813541784,-0.00019248963774118243,8.635256956027705e-05],[-0.00018424536207368398,0.00019249248513762509,0.9999999645001444,-0.00018557139762991913],[0.0,0.0,0.0,1.0]]","[[0.9999999829071322,-1.543651444996824e-05,0.00018424833687822004,0.00012398846289016268],[1.5471980322222367e-05,0.9999999813541784,-0.00019248963774118243,8.635256956027705e-05],[-0.00018424536207368398,0.00019249248513762509,0.9999999645001444,-0.00018557139762991913],[0.0,0.0,0.0,1.0]]",0.00012398846289016268,8.635256956027705e-05,-0.00018557139762991913,0.0002393045106508636,0.00026690549962448605,0.01529255865731363,true,1.0000000000000004,4.96506838053673e-16,true,true,-1,15929,1.0,0.02031125901853394,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q04,W_TEST_01_Q04::open3d_point_to_plane,W_TEST_01_Q04,1787057458.7866569,open3d_point_to_plane,81916407344063730e82a4c18c4bd4ecb673e003f8965dd8f4fe4a96d7710b2f,836bd7f8fd49bb2cb1ae98bf6bd99ccb467582c29e8525a0003151f593aa5baa,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15967,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999952269427,-9.762009336258245e-05,4.05361131821451e-06,0.0004878453658990719],[9.762007334132884e-05,0.9999999952229633,4.939019426381995e-06,2.9729901642877584e-05],[-4.054093446387781e-06,-4.938623688973593e-06,0.999999999979587,1.8337724176986062e-05],[0.0,0.0,0.0,1.0]]","[[0.9999999952269427,-9.762009336258245e-05,4.05361131821451e-06,0.0004878453658990719],[9.762007334132884e-05,0.9999999952229633,4.939019426381995e-06,2.9729901642877584e-05],[-4.054093446387781e-06,-4.938623688973593e-06,0.999999999979587,1.8337724176986062e-05],[0.0,0.0,0.0,1.0]]",0.0004878453658990719,2.9729901642877584e-05,1.8337724176986062e-05,0.000489094306048318,9.782896494234449e-05,0.00560518680532963,true,0.9999999999999996,7.771561218442549e-16,true,true,-1,15967,1.0,0.020588306005532003,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q05,W_TEST_01_Q05::open3d_point_to_plane,W_TEST_01_Q05,1787057460.2870233,open3d_point_to_plane,6897f897ad61d49f34028f2b90e12a3b9df19524fedd1fc8de7e728bba7e1393,741da51ff93d08482124548c1eac8fc6acc0144120244c8b3564d522c012cc9a,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15841,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999878444682,-0.00010585156805477329,0.00011448366398985613,0.0005355273731695569],[0.00010584909697365213,0.9999999941649113,2.15904176527004e-05,-0.00013864555697065169],[-0.00011448594870139727,-2.1578299397805822e-05,0.9999999932136722,-0.00027046911731235635],[0.0,0.0,0.0,1.0]]","[[0.9999999878444682,-0.00010585156805477329,0.00011448366398985613,0.0005355273731695569],[0.00010584909697365213,0.9999999941649113,2.15904176527004e-05,-0.00013864555697065169],[-0.00011448594870139727,-2.1578299397805822e-05,0.9999999932136722,-0.00027046911731235635],[0.0,0.0,0.0,1.0]]",0.0005355273731695569,-0.00013864555697065169,-0.00027046911731235635,0.0006157643228551921,0.0001574069519269738,0.00901875401143424,true,1.0,3.14018501816484e-16,true,true,-1,15841,1.0,0.02077392037635093,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q06,W_TEST_01_Q06::open3d_point_to_plane,W_TEST_01_Q06,1787057461.6871781,open3d_point_to_plane,34bd0bcc6413e190f860e363ca9cff4347da340df1b52f52805165380d34c714,da7b1d3f3090975b1c519b55ec6d35f6ca34840818f7930f202d29c2fa42b2e9,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15893,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.99999999824064,1.5166185288235113e-05,5.7347244750087844e-05,-4.987104639879124e-05],[-1.5175773505255174e-05,0.999999985907089,0.00016719903629013735,-0.0001950154512665432],[-5.734470817033384e-05,-0.00016719990628477152,0.9999999843778878,0.0001736090107494111],[0.0,0.0,0.0,1.0]]","[[0.99999999824064,1.5166185288235113e-05,5.7347244750087844e-05,-4.987104639879124e-05],[-1.5175773505255174e-05,0.999999985907089,0.00016719903629013735,-0.0001950154512665432],[-5.734470817033384e-05,-0.00016719990628477152,0.9999999843778878,0.0001736090107494111],[0.0,0.0,0.0,1.0]]",-4.987104639879124e-05,-0.0001950154512665432,0.0001736090107494111,0.000265816169777147,0.00017741021154689773,0.010164856364160344,true,0.9999999999999999,4.577566820000593e-16,true,true,-1,15893,1.0,0.020630392158259465,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q07,W_TEST_01_Q07::open3d_point_to_plane,W_TEST_01_Q07,1787057463.1866984,open3d_point_to_plane,f61cad3e066c85f4b6a6cd90b468a016e0e47ed71899268024284e0a1b48b0b5,2c2b8ab5601d4c5c9e27ed45d140de7061c27ed6cd94cb0eaca6013ea1be6af5,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15905,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999987667002,-4.7277787894366464e-05,-1.521217349050071e-05,0.0005996930242237114],[4.727729855259383e-05,0.9999999983650858,-3.2166526688669955e-05,0.00012272950805283038],[1.5213694227856201e-05,3.216580745853123e-05,0.9999999993669524,0.00022078068823336023],[0.0,0.0,0.0,1.0]]","[[0.9999999987667002,-4.7277787894366464e-05,-1.521217349050071e-05,0.0005996930242237114],[4.727729855259383e-05,0.9999999983650858,-3.2166526688669955e-05,0.00012272950805283038],[1.5213694227856201e-05,3.216580745853123e-05,0.9999999993669524,0.00022078068823336023],[0.0,0.0,0.0,1.0]]",0.0005996930242237114,0.00012272950805283038,0.00022078068823336023,0.0006507214209984691,5.917146067255479e-05,0.003390274964161721,true,1.0,4.577566801175491e-16,true,true,-1,15905,1.0,0.020631422073551887,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q08,W_TEST_01_Q08::open3d_point_to_plane,W_TEST_01_Q08,1787057464.5864189,open3d_point_to_plane,54355f8a4d3d05807636f59079e3af93c526a2a21249eb41ca2da987f4ca5315,2b30cb55df54fb970b748a0471087c717492d28cf17764d1341e8cfcbd736eab,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,16050,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999979831292,4.096652112184366e-05,4.85333417760464e-05,0.0006138921528191382],[-4.0954686419302543e-05,0.9999999694365886,-0.00024382275425000532,0.0002690888030167624],[-4.8543328862713875e-05,0.00024382076609045307,0.9999999690974893,-0.00033520772754021673],[0.0,0.0,0.0,1.0]]","[[0.9999999979831292,4.096652112184366e-05,4.85333417760464e-05,0.0006138921528191382],[-4.0954686419302543e-05,0.9999999694365886,-0.00024382275425000532,0.0002690888030167624],[-4.8543328862713875e-05,0.00024382076609045307,0.9999999690974893,-0.00033520772754021673],[0.0,0.0,0.0,1.0]]",0.0006138921528191382,0.0002690888030167624,-0.00033520772754021673,0.0007494241654794608,0.00025195791936877114,0.014436125394728085,true,1.0,6.280369894414772e-16,true,true,-1,16050,1.0,0.020444198619208986,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q09,W_TEST_01_Q09::open3d_point_to_plane,W_TEST_01_Q09,1787057466.0921798,open3d_point_to_plane,05a9437e87612119894dd2dda87ddbbd6c6248d7f033eb9d8e6ab474753af130,58d2bb868f08d171fda5e80e8a9c7c72a53f39e49df5198d22c8e51dc31b258b,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,16023,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999969944657,-4.533517738333063e-05,-6.289507438916433e-05,-0.0007844732920765202],[4.5327481882374507e-05,0.9999999914878728,-0.00012235061911208836,0.00015331019552820269],[6.290062064081383e-05,0.00012234776786901452,0.9999999905372677,8.316205090895568e-05],[0.0,0.0,0.0,1.0]]","[[0.9999999969944657,-4.533517738333063e-05,-6.289507438916433e-05,-0.0007844732920765202],[4.5327481882374507e-05,0.9999999914878728,-0.00012235061911208836,0.00015331019552820269],[6.290062064081383e-05,0.00012234776786901452,0.9999999905372677,8.316205090895568e-05],[0.0,0.0,0.0,1.0]]",-0.0007844732920765202,0.00015331019552820269,8.316205090895568e-05,0.0008036282030551521,0.00014484610441004332,0.008299070461606743,true,1.0000000000000002,3.1401849426825144e-16,true,true,-1,16023,1.0,0.020361678137127498,0.19.0+b012259,,true
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q10,W_TEST_01_Q10::open3d_point_to_plane,W_TEST_01_Q10,1787057467.5870302,open3d_point_to_plane,49a1f1af9dac4df0826858ec247f6abed6797f7c2f3558bef57248e39362dbae,57cd4c0f6c2d631c28097d0e8f9a6fcab6ed2a833dc96c7d2e4d5de9b3099887,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,15844,158862,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,false,true,false,true,false,false,true,"[[0.9999999982958682,-5.0368180014836726e-05,-2.951796606501826e-05,0.0004298360132726415],[5.0367448064829896e-05,0.9999999984241148,-2.479698172761219e-05,-2.7389635703741697e-05],[2.9519214997340806e-05,2.4795494940732098e-05,0.9999999992568996,-0.00035905902744544425],[0.0,0.0,0.0,1.0]]","[[0.9999999982958682,-5.0368180014836726e-05,-2.951796606501826e-05,0.0004298360132726415],[5.0367448064829896e-05,0.9999999984241148,-2.479698172761219e-05,-2.7389635703741697e-05],[2.9519214997340806e-05,2.4795494940732098e-05,0.9999999992568996,-0.00035905902744544425],[0.0,0.0,0.0,1.0]]",0.0004298360132726415,-2.7389635703741697e-05,-0.00035905902744544425,0.0005607428783677689,6.34280483620423e-05,0.0036341594738966984,true,0.9999999999999999,4.154074190216973e-16,true,true,-1,15844,1.0,0.020578502227985518,0.19.0+b012259,,true
