relative_path,local_path,url,source_class,size_bytes,sha256,contains_lidar_payload,status
official_repository/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_1.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_1.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_1.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,243088,2bc0502f5bff912ed8897f9505ede22379d2da101c8a6f79402b3b168250429a,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_2.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_2.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_2.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,242050,03256fa9b62dcc4b3b3c5127a9f06012b248e59c97aacfca33f94993cd36fa85,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_3.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_3.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-2-0-SGP-100_3.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,242024,298ed27d9b7b36a0d2dd72dda3080edf5c2bf2057922d7d426c4a68b0307c671,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-6-0-L_1.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-6-0-L_1.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-6-0-L_1.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,120274,278811f5788745985e7e1e65b6bd04dc3bab8f2cd660bc43d4a72380256edc9e,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-6-0-L_2.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-6-0-L_2.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-6-0-L_2.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,119486,59a77d451d3bd46180ecdb2d2ddd511e417bfce249e1f66255529d913c2f527f,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-6-0-L_3.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-6-0-L_3.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-6-0-L_3.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,118260,e997b3fa17f3750280afffdfc4e640ed5513559ea8431a8570f5a71c1cdb4f28,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_1.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_1.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_1.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,222587,a96ff29bead88260eb6b7c0273a863af108d5f0201171df3c8337dd9d5fb61b3,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_2.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_2.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_2.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,221598,63ebb4991dafe205cb7c8d7873f1477747669145ef05ce605b2fa02654948f56,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_3.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_3.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-6-0-SGP-100_3.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,221661,659bc12d98c4f4014571500942ecfa8e87814a0d27bc35b79c37e7d13beb5771,False,COMPLETE_SHA256_RECORDED
official_repository/data/20220715-1/raw_prediction/nf-1-6-1-L_1.csv,/home/lj/zero_perturbation_data/rts_gt_v1/official_repository/data/20220715-1/raw_prediction/nf-1-6-1-L_1.csv,https://github.com/norlab-ulaval/RTS_project/blob/449a299bcf8bc11766718db4ed4aea4a489c7c46/data/20220715-1/raw_prediction/nf-1-6-1-L_1.csv,OFFICIAL_GIT_METADATA_GT_CALIBRATION_OR_CODE,120274,278811f5788745985e7e1e65b6bd04dc3bab8f2cd660bc43d4a72380256edc9e,False,COMPLETE_SHA256_RECORDED
