scene_id,semantic_candidate_label,aggregation,snapshot_count,station_count,median_initial_correspondence_count,median_initial_valid_normal_correspondence_count,median_lambda_min_trans,median_lambda_mid_trans,median_lambda_max_trans,median_normalized_lambda_min_trans,median_normalized_lambda_mid_trans,median_normalized_lambda_max_trans,median_condition_number_trans,median_spectral_entropy_trans,geometry_lambda_min_median,geometry_condition_median,geometry_entropy_median,final_geometry_class,admitted,exclusion_reason,candidate_class_alignment,geometry_admission_status,failure_reason,replacement_allowed_under_preregistration
FMB1_W02,WEAK_CANDIDATE,MEDIAN_OVER_ALL_30_NESTED_STATION_SNAPSHOTS,30,3,15849.5,15849.5,0.05371477720168752,0.14578749882444267,0.8020762329897484,0.05371477720168752,0.14578749882444267,0.8020762329897484,14.962160828788019,0.5565444059398812,0.05371477720168752,14.962160828788019,0.5565444059398812,WEAK,True,,True,GEOMETRY_ADMITTED,,False
