scene_id,station_id,attempt,role,capture_prefix,raw_filename,raw_absolute_path,sha256,bytes,status,motion_status,gyro_norm_median,gyro_norm_mad,gyro_norm_q95,gyro_norm_q99,gyro_norm_max,accel_norm_median,accel_norm_mad,accel_norm_q95,accel_norm_q99,accel_norm_max,large_spike_count,acceleration_unit
FMB1_W02,S01,2,MAP,20260820_081749,mid360_20260820_081749_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260820_081749_part1_20s.bag,fe31a72dba708601ea6b667624063343612811b0867c40e399ef8d2c9ece067c,63171163,PASS,NO_OBVIOUS_MOTION,0.014795317272909525,0.003510409565401834,0.024137697234450136,0.02630193754431255,0.030029834247635345,0.9944933354762925,0.01825764956045367,1.0205038427977882,1.022704699912881,1.024221765676991,0,UNKNOWN
FMB1_W02,S01,2,QUERY,20260820_081749,mid360_20260820_081749_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260820_081749_part2_15s.bag,75ea84ca9265dd8e584b2ffc6eedc029b6c80d946ccc10bc7baa340d6d726dec,46901668,PASS,NO_OBVIOUS_MOTION,0.014755855471887019,0.0036395425713236004,0.024404980960758983,0.026932543116800687,0.03053734227802332,0.994356481528006,0.01841816858118739,1.0208175588899888,1.0228600311551728,1.0244374904039755,0,UNKNOWN
FMB1_W02,S02,2,MAP,20260820_081954,mid360_20260820_081954_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260820_081954_part1_20s.bag,686e48448ce46bdc5ca2bec5d611b22410d61007ff2203dda0e404347f9c907a,64457185,PASS,NO_OBVIOUS_MOTION,0.01495513679815079,0.0038559210823365074,0.024997780688185617,0.02712936119651242,0.030887131680379046,0.994142291165188,0.018292863528203807,1.0201977211638444,1.0226181161530974,1.0244064676011058,0,UNKNOWN
FMB1_W02,S02,2,QUERY,20260820_081954,mid360_20260820_081954_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260820_081954_part2_15s.bag,94d65b3cdc2838f78e8f941b434380ca187255fb13dee738705367d81a838c51,48174949,PASS,NO_OBVIOUS_MOTION,0.014738377781686946,0.0038963475675979076,0.025424928302960278,0.027462522212054332,0.031475020792992595,0.994181299714158,0.018100612392915882,1.020419746081602,1.0227411761193954,1.024878155118859,0,UNKNOWN
FMB1_W02,S03,2,MAP,20260820_082207,mid360_20260820_082207_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260820_082207_part1_20s.bag,46e76fbad2c7503d6629060ec1e19c77754542a236120090e3e705a37942e017,63966158,PASS,NO_OBVIOUS_MOTION,0.015547337770796664,0.004404785080538659,0.027486039179713952,0.030169163192200112,0.034775007021478795,0.9933195630753634,0.019341688171394367,1.0214184278439968,1.0240725746089223,1.0257821182607247,0,UNKNOWN
FMB1_W02,S03,2,QUERY,20260820_082207,mid360_20260820_082207_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260820_082207_part2_15s.bag,62636e25f4a6c453762de1b677c2ce0687ad51e3f57933b07b02a5be3f3f6d29,47820945,PASS,NO_OBVIOUS_MOTION,0.01566845230708176,0.00455799094064236,0.02776948595346247,0.03024001194187382,0.03350322556898441,0.9934687736552649,0.019461748754690422,1.0216361368999645,1.0238498977820256,1.025581369598476,0,UNKNOWN
